local_id	name_heb	name_rom	wikidata_qid	lat	lon	occurrences	n_editions	editions	context	kind
ED::ק	ק					23	7	Buzina_Denehora; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Shemen-Hatov; Shlosha-edrei-zon; Tiferet-Hayyim; shivheiZadikim	"פ""א בא מחותנו הרב הק'. ר׳ שלמה קארלינר ולק' טאלטשין והלך הרב ר שלמה מן האכסניא שלו אלי הרב הק׳ ר׳ ברוך. והלכו עמו עולם גדול מאנשי … ⟦SEP⟧ פעם אחת בא הרב הק' ר' ברוך זצלה""ה. קודם חג השבועות. לק' מעזעביז ולא הי' אצל אחיו הרב הק' מסדילקוב ברק בבוא העירה, נסע על קבר הב… ⟦SEP⟧ היוצר יחד לבם המבין אל כל מעשיהם הקב״ה שמח בלבבם של ישראל כי הוא מבין אל כל מעשיהם כי אם אדם עושה איזה רמי׳ הוא בעבור השי""ת היינו לכבד את השבת וי… ⟦SEP⟧ פעם אחת בא הרב הצדיק ר׳ ישראל מפיקאב בנו של הרב הגאון הקדוש מו""ה לוי יצחק מבארדטשיב לק׳ סאסיב להרבי ר׳ משה ליב ז""ל- ואמר אליו פיקי… ⟦SEP⟧ ואח""כ נסע לביתו לק׳ יאמפלי וכל הטענות ותבועות ודו""ד שהיו בין אנשי העיר הזאת היו דרכם לעכב עד שיבוא הצדיק ר׳ יוסלי ז""ל לעשות פשרה…"	edition_only
H-LOC_402		Zolochiv	Q623594	49.80941	24.901371	22	9	Adat-Zadikim; Khal-Hasidim; Maasiot-veSihot-Zadikim; Mifalot-HaZadikim; Sefer-Moraim-Gdolim; Sipurei-Zadikim; Sipurim-Nehmadim; Smichat-Moshe; tmimei_derech	"ומעשה כזו היתה ג״כ בדור שלפנינו אצל הצדיק הגדול ר' מיכל מזלאטשוב אשר הוכיח איש א׳ עבור מדת הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד׳ ית""ש ואמר לו הרב הנ""ל אם תרצה ללמוד מ… ⟦SEP⟧ שמעתי כשהי׳ הרב הקדוש האלקי ר׳ יחיאל מיכל מזלאטשוב אצל הבעש״ט פ״א ביום הששי בבוקר קודם שחרית אמר לו הבעש""ט לנסוע לביתו היום ולא ענהו כי אמר בלבו ע""ש היום ועדיין… ⟦SEP⟧ שמעתי מהרב הקדוש האלקי מ' מיכל מזלאטשוב שאמר כי פה עיר לינץ כשהיה בכאן על נשואי בנו מ' זאב שציוו שציוי לו מן השמים שיקבל את הבעש״ט לרב וילך ללמוד ממנ… ⟦SEP⟧ מעשה שהיה בימי הרב הקדוש האלקי ר׳ יחיאל מיכלמזלאטשוב אשר הוכיח איש אחד עבור מדת מדה הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד' ית""ש ואמר לו הרב הנ""ל אם תרצה לל… ⟦SEP⟧ אחד מתלמידי הרב הק' מו׳ יחיאל מיכל מזלאטשוב נסע פ״א לרבו הנ""ל ובביאתו אליו אמר הרב תיכף ומיד תיסע לביתך ועשה כדבריו והיה ממש כמבולבל אינו יודע על מה ולמה…"	authority
ED::קאמינקע	קאמינקע					18	4	Khal-Hasidim; MaasiyotUmaamarimYekarim; Shivhei-Habesht; SipurimUmaamarimYekarim	"…י' מימות עזרא ואילך לא היו תפילין כאלו וכמו שני שעות אחר זאת מת ונפטר מעולם וזה ר׳ יצחק היה אחיו של רבי יוסף מקאמינקע : ⟦SEP⟧ …עצמך פ״א שלחו אחר הבעש״ט שיבוא לק""ק הנ""ל ובסעודה ישב נגד חלון ופתח את החלון והי' מביט בחלון בכל רגע ור׳ יוסף מקאמינקע תמה ע״ז ורצה לידע הסיבה מפני מה מביט בחלון בכל רגע מה עשה כשפנה הבעש״ט מן החלון סגר את החלון והבעש״ט כשרצה לה… ⟦SEP⟧ …ע למכשף לעשות לך כישוף וכעס עליו האדון ולקח את בנו לתפיסה והמוכסין הלז לא מצא את הבעש״ט בביתו כי הוא היה בק""ק קאמינקע ונסע אחריו לעיר קאמינקע ולא מצאו שם כי נסע הבעש״ט לביתו ונסע אחריו והשיגו בדרך אמר לו הבעש""ט מה אוכל לעשות לך… ⟦SEP⟧ שמעתי מר' פסח בנו של ר׳ יעקב מקאמינקע שהבעש״ט הי' בדרך ובא לעיר אחת ושמע כרוז שיתאכסן בבית פלוני ובא לבית הנ""ל ולא רצו לקבל אותו על האכסני' הלז מחמ… ⟦SEP⟧ עוד סיפר לי ר' פסח הנ""ל פ״א נסע הבעש״ט מקאמינקע לביתו. ונסע עמו בצוותא חדא ר' ברוך מקאמינקע בעגלה מיוחדת והסופר ישן עמו וגם העגלה של קמח הולך אחריו אמר הבעש״…"	edition_only
ED::גליל	גליל					17	5	Dvarim-Yekarim; Hitgalut-HaZadikim; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Shemen-Hatov	"… אדמו״ר הרה״צ הגדול גאון מפורסם פאר הדור צנא מלא ספרא מו״ה ברוך צבי הירש ראזענבלום זצלה""ה אב""ד דק""ק פעטרקוב והגליל יע""א. ⟦SEP⟧ … לו היכן הוא העיר הזאת כי לא שמע ממנה מעולם ולא ידע מקומה איה וביום ההוא קבל מכתב מהבי דואר שאלה מעיר צשעכיוו גליל לובלין. איך ששם כותבין בגיטי נשים מתא ווינאווי דמתקריא צשעכיוו. וטעה הסופר ולא כתב דמתקריא צשעכיוו מה הדין של… ⟦SEP⟧ ואספרה מעשה אשר נעשה בימי הגאון רבי ר' העשיל זצ""ל שהיה אב""ד ור""מ דק""ק קראקא והגליל יצ""ו שנים באו למשפט ממרחקים לפניו. ⟦SEP⟧ …ן אתם השיב לו מעיר קטנה סמוך לקאלימייע, ומה אתם עושים פה לבוב השיב לו שצריך לי להשיא בתולה ויש רבי ר' מענדלי בגליל שלנו ויעץ אותי ליסע ללבוב והתחיל לבקש מהמלמד שיעשה לי טובה השיב לו המלמד מה אוכל לעזור לכם אני אכתוב לכם על צ… ⟦SEP⟧ ד. מעשה מגאון עולם מופת הדור רבן של כל ישראל רבי רב העשיל זצלל""ה האב״ד ור״מ דק""ק קראקא והגליל יצ״ו."	edition_only
ED::לאזנע	לאזנע					14	2	Khal-Hasidim; Shivhei-Harav	"איש הי' בארץ רוסי' הלבינה בעיר לאזנע ושמו ר' ברוך ויולד האיש לעת זקנתו שני בנים ויקרא שם האחד שניאור זלמן ושם השני קרא יהודה ליב וכאשר גדלו הנערים… ⟦SEP⟧ …לילה וביאר הרב זה המאמר שיש שני דרכים בעבודת ה' כו' ואין כאן מקומו ואחר כך נסע הרב למדינתו לרייסין ותקע אהלו בלאזנע וגם בעת בואו ללאזנע לא רצה לקבל על עצמו הנהגה בסדרי נשיאות כ""ז שהיה מבהיק אורו של הרב הקדוש ר' מנחם מענדיל מו… ⟦SEP⟧ …שע לא היה מכיר רק את שמו אבל לא ראה אותו מעודו וכאשר נכנס הרב לבית ר׳ יהושע שאל אותו מי אתה ויענהו אנכי זלמן מלאזנע אשר שלחני לעמוד לפני כבודו בכור הבחינה וה""ר יהושע הנ""ל היה אז עוסק בחשבנותיו ולא הניח ר""י הנ""ל עד אשר כלה אות… ⟦SEP⟧ איש הי' בארץ רוסי׳ הלבינה בעיר לאזנע ושמו ר' ברוך ויוליד האיש לעת זקנתו שני בנים ויקרא שם האחד שניאור זלמן ושם השני קרא יהודא ליב וכאשר גדלו הנערי… ⟦SEP⟧ ויהי כאשר בא הסרדיוט עם האנ״ח (זאנדארין) ללאזנע והבינו כל אנשי העיר כי עבור הרב נוסע הוא והודיעו להרב כי אנשי חייל נוסעים אחריו והרב היה לבוש תפילין אז ופתח …"	edition_only
H-LOC_500	גן עדן		Q19014			13	6	Derech-Haemuna; Maasim-Tovim; Maasiot-veSihot-Zadikim; Sefer-Moraim-Gdolim; Toldot-Haniflaot; tmimei_derech	"…ע להם ש״י עולמות כי קרי במספר ש״י והם תקנו הפגם ומגיע להם עולמות במספר ש״י ע״כ. במדרש רבה וארא פרשה ז׳ ועתידה גן העדן להיות צועקת ואומרת תן לי צדיקים אין לי עסק ברשעים ועתידה גיהנם להיות צועקת ואומרת אין לי עסק בצדיקים ולמי אני… ⟦SEP⟧ …ואומרת תן לי צדיקים היינו אותם שהם צדיקים בעיני עצמם כי אותם שהם רשעים בעיני עצמם אין לי עסק עמהם כי מגיע להם גן עדן מצד הדין כי הם צדיקים באמת ועתידה גיהנם להרות צועקת ואומרת אין לי עסק בצדיקים היינו אותם שהם צדיקים בעיני עצמ… ⟦SEP⟧ …וצה ונשארו אתו מעט דמעט והנה אור היום פנה לצאת והחשך מעט כסה ארץ ויבא האיש המת לבית ה״ר הקדוש הר״מ ז""ל עם ריח גן עדן ויאמר לו הר״מ ז""ל שיספר כל מה שאירע לו והשיב לו הנה ביום ג׳ לילקחתי לגיהנם עד השבת לאח״כ באו המלאכים וביזו וג… ⟦SEP⟧ …רדה גדולה ואימות מות נפלו עלי ויהי לי עבודה קשה ויגיעה רבה עד שהוצאתיו מגיהנם ואח״כ היה לי עבודה קשה להכניסו לגן עדן וככלות הכל הודיעו לי משמים מה תצטערי ותרעשי הלא אין זה אביך כי הוא פלוני ב""פ ואביך הוא בג״ע : ⟦SEP⟧ … תבל ומשיב את נפשם מה שמך שאלה ותאמר שרה מה שם אישך ותאמר אברהם. מדוע איננו פה. ותענהו הלך ללקוט אורות חדשים בגן עדן. ויאמר. אמי יקרתי. מדוע לא יכולנו לפתוח את הספר. ותאמר בני אהובי. אמנם צדיקים אתם. אך עדן לא תוכלו הביט בהספר…"	authority
ED::ראדשיץ	ראדשיץ					13	4	Derech-Haemuna; Hitgalut-HaZadikim; Tiferet-Hayyim; Toldot-Haniflaot	"…אוזראב זצוקללה""ה. סיפר בעת אשר נתקבל לרבנות ראשונה לק״ק ריווץ. נסע לרבו הקדוש הרבי ר׳ ישכר דוב זי״ע הנ""ל לק""ק ראדשיץ לישאל את פיו להסכים לו לקבל משרה הרבנות על שכמו. ונסע על ש""ק לראדשיץ. והוא היה מתנהג כי לא סיפר שום דבר מעולם… ⟦SEP⟧ ובס׳ על״ץ (בלקוטים) וז״ל פ״א חלה מאד הרה״צ הק׳ ר׳ ישכר דוב בער מראדשיץ זצלה""ה ובעת חליו אמר הדרך הוא שאדם מתודה בשעת חליו אמנם מה אתודה אם אומר שחטאתי אדם שהוא במעמד כזה איך יוכל ל… ⟦SEP⟧ …י׳ זצלל""הה האבד״ק פרעדבארז. ונלוה עוד קונ׳ דרך ישר מכבוד הגה״ק א״א וכו׳ אדמו״ר הרב ר׳ ישכר בער זצללה״ה האבד״ק ראדשיץ זי״ע. וגלוה עוד קנ׳ תפארת משה, מכבוד הגה״ק א״א וכו׳ אדמו״ר הרב ׳ רמשה זצללה""ה מלעלוב. כ״ז נעתק ונאסף ע״י הרב … ⟦SEP⟧ …יתה שמה איזה שבועות, ואז דיבר אל הרוח ומזהירו שיצא מהאשה זו, ואז סר גם הרוח הזה ממנה, ובזמן אח״כ היה מרן ז״ל בראדשיץ, ושאל אותו ההק׳ דשם ואמר כי הנה שמעתי כי מר היה מגרש ב׳ רוחות ביום א' יאמר נא מר איזה כוונות שכבודו מכוון אז,… ⟦SEP⟧ ס סיפר לי איש אחד מעשה נפלאה אשר הוא היה עומד שם בשעת מעשה זו. והוא כאשר מרן ז״ל היה בראדשיץ לקבל פני ההק׳ סבא קדישא ז״ל. והיה דרכו כאשר שוב נסע משם היה ההק׳ דשם ליוה אותו עד כפר א׳ שיעור פרסה, ושמה שתו…"	edition_only
ED::לויצק	לויצק					13	3	Khal-Hasidim; Sipurei-Kdoshim; Sipurei-Zadikim	"פעם אחת בא הר""ר ליב לעיר לויצק ובעיר הנ""ל היו לו מקורבים הרבה והכירו אותו בטוב והיה דרכו כאשר היה תמיד פורע חובות לזה ומלוה לזה. פעם אחת לוה… ⟦SEP⟧ …נראה אתה איש לא עשיר הא לך את השני אדומם ורק עבור טרחתך כי תלך אל הגבירה ותאמר לה הנה אתמול בא לכאן אברך אחד מלויצק אשר לא ידעתי משפחתו וגם הוא לא הגיד לי מי הוא ויתן שכרי שני אדומים כי אלך אליכם להגיד לכם כי הוא חפץ להשתדך א… ⟦SEP⟧ חובקת בן אולם אמר לו אשר על הברית מילה ישלח לקרוא אחריו והוא ישב על כסא אליהו בהמול הילד ועוד טרם נסע הרב מלויצק להבעש״ט היה אצל הגאונים ר׳ חיים סאנזער ור' משה אוסטרער (והם מתנגדים לבעש״ט) וגם תם הבטיחו לו כי בשנה העשירית … ⟦SEP⟧ פעם אחת בא הר״ר ליב לעיר לויצק ובעיר הנ""ל היו לו מקורבים הרבה והכירו אותו בטוב והיה דרכו כאשר היה תמיד פורע חובות לזה ומלוה לזה. פעם אחת לוה… ⟦SEP⟧ …אה אתה איש לא עשיר הא לך זאת השני אדומים ורק עבור טרחתך כי תלך אל הגבירה ותאמר לה הנה אתמול בא לכאן אברך אחד מלויצק אשר לא ידעתי משפחתו וגם הוא לא הגיד לי מי הוא ויתן שכרי שני אדומים כי אלך אליכם להגיד לכם כי הוא חפץ להשתדך א…"	edition_only
ED::ראד	ראד					13	5	Derech-Haemuna; Maim-Rabim; Peulat-Hatzadikim; Shemen-Hatov; Tiferet-Hayyim	"… שר במדינת פולין מגזע מהר""ם פאדבה ושו״ת מהר""י מינץ ז״ל : הג״ר ישראל מזאסלב הנ״ל הי' חתן הג״ר יצחק באבד אבד״ק בראד בן הג״ר יששכר בעריש פרנס הכולל דד״א מקראקא בן הרבי ר' העשיל אבד״ק קראקא בן הג""ר יעקב אבד״ק לובלין חתן הג״ר שמ… ⟦SEP⟧ …׳ ל״ז מצוואתו להיות נקבר אצל רבו הרר״ש. ועיין ברמתיים צופים ח״ב דף נ״ח). יב) הגה״ק מ׳ מאיר קריסטינפאלר אבד״ק בראד (עיין שה״ג מ״מ אות ד׳). יג) הרה״צ מ׳ פנחס מפולין (כמבואר בראש ס׳ דברי שמואל. בדברי זקיני הגה״ק מטרייביטש הנ״ל… ⟦SEP⟧ קכ) הרב מו״ה מאיר הלוי הורוויץ וכו' אבד״ק באלחוב. זלאטשוב. טיקטין והגליל וכו׳. ובניו המה הגה""ק מ׳ יוקל אבד״ק בראד (אבי הגה""ק מ' יצחק אבד״ק אה״ו). והגה״ק מ׳ צבי הירש אבד״ק טשארטקוב. וכ׳ בשה״ג הח׳ מערכת מ״ם אות כ״ה הגה""ק מ׳ מ… ⟦SEP⟧ …ן הגה״ק מ׳ אלעזר אבד״ק אמשטרדם. זקינו של הה״ק מבעלז) ושלחו לו כתב רבנות. ונתקנא בו זקיני הגאון מ׳ יוקל אבד״ק בראד. והיה בדעתו שכאשר יסע על הרבנות דרך עיר בראד אז יקנתר אותו לקפחו בהלכה כי הוא הי׳ חריף יותר ובנו של הגה״ק מהר… ⟦SEP⟧ (ח) הג״מ יעקב יוקל הלוי אבד״ק גלוגא. בראד. בניו היו. א׳ הג״מ מנחם מאניס אבד״ק זמיגראד. וראב״ד בלבוב נזכר בלוחות העדות ובשו״ת נוב״י מה״ת אע״ז סי׳ נ״ד לג…"	edition_only
ED::נ״ש	נ״ש					13	3	Derech-Haemuna; Seva-Ratzon; Shemen-Hatov	"…חת שבת וז״ל בימי עלומי ששמעתי מאיש זקן א׳ שסיפר בשם הרה״ק ר׳ אברהם יהושע העשיל ז""ל מאפטא שאמר על הרה״ק הרר״ש מנ״ש שהי׳ גאון גדול בתורה כמו הרבינו תם ז״ל אך בענין ענווה ויראת שמים הוא ירא להכריע. עוד שמעתי מפי נכדי הרה״ק ר״פ… ⟦SEP⟧ … בנימין מלובלין זי״ע תלמיד מובהק להרבי מלובלין. וזכיתי להכירו ולשמוע מפיו ממש. כי בעת הי' הה״ק רבי ר׳ אלימלך בנ״ש. א׳ לו כמתרעם מלך נעמסט מיר אוועק מיינע חסידים. השיבו בחרדת קודש. רבי אני שלך ואנשי שלך. ⟦SEP⟧ …אחר חתונתו בהיות דירתו ביענדריחוב. בעת ההוא נשמע כי הגה״ק רר״ש נתמנה לניקלשפורג לרב. אז אמרה אליו זוגתו שיסע לנ״ש ללמוד תורה וישמע אלי' ויסע לנ״ש ויקבלהו הרה״ק בספ״י ואמר לו כי בא אליו במועדו כי הרבנים ממעהרין אמרו עליו שאי… ⟦SEP⟧ … יושב בישיבה בשפל מקום ולא שאל כלל כמו שאר הבחורים ולא הביט מד׳ אמותיו חוצה רק הלך תמיד בשח עינים אולם הגאון מנ״ש חבב אותו עד מאוד וכמה פעמים הרהר הה״ק מקשאנוב איך לתהות על קנקנו להבין מדרגתו בלימוד. פ״א בא אליו עם הגמ׳ ובק… ⟦SEP⟧ …חרב. ואמנם כן היה כי נהר הוייכסיל עלה גדותיו והפיץ חלק גדול מהעיר. זקיני הרר״ש העתיק דירתו לשינאווי ומשם לעיר נ״ש. בתחלה צווה את תלמידו (הוא חו״ז הר׳ יוזפא) להעתיק דירתו אל העיר יוזעפאף על יד הוייכסיל. ובהיותו פ״א. אחרי ימי…"	edition_only
ED::מאגליניצא	מאגליניצא					13	3	Maim-Rabim; Tiferet-Hayyim; Toldot-Haniflaot	"…נדפס ממנו כעת בחמעלניקווארשא בשם ...אור לצדיק ס׳ יקר עה״ת יום הילולא שלו כ״ו אדר. ג) הה״ק ר׳ יעקב זצ״ל האבד״ק מאגליניצא. נדפס ממנו ספר אורח לצדיק יום הילולא שלו כ׳ ניסן ומנ״כ שם : ⟦SEP⟧ …יק מהמון רשעים רבים. היינו מסיבת המון רשעים. גם מעט אשר לצדיק טוב ויקר בעיני ה׳. וכמו שאמר אאמו״ר זצ""ל [הה״ק ממאגליניצא] מקים מעפר דל (תהלים קי״ג) מחמת רבוי עפרורית וגשמיות מקום השי""ת גם מי שהוא דל ממצות ועושה רק מעט. וזהו מה שאמ… ⟦SEP⟧ תכבד העבודה על האנשים. מורי הה״ק ממאגליניצא זצללה""ה אמר כי דרך אדם שיקח עבדות קלה שילך במחשבות אבל דבר שיש בו עבודה חזקה וקשה אזי מתרפה עצמו ומתעצל ולזה … ⟦SEP⟧ עוד שם ממורי ז""ל איש אלהים הרב ממאגליניצא עיקר עבדות שיהא העבדות בקבע ושום דבר לא ימנעהו מעבודתו הרגיל וסיפר מצדיקים שגם בנשואי ושמחת בניהם לא בטלו השי… ⟦SEP⟧ ובס׳ בארת המים פ׳ בראשית (מהה״ק ר׳ צבי הכהן מ) וז״ל הרה״ק רומנאבהמפורסם מוהר״ח מאיר יחיאל זללה""ה ממאגליניצא (הי' אצל רבינו הקדוש הנ""ל) עפ״י דבר קדשו של הרה״ק מאורן של מוהר״י מרוזין זלה""ה שאמר לו ישראלשיסע לרימנאב ויסת…"	edition_only
ED::קשאנוב	קשאנוב					13	1	Seva-Ratzon	"מהה״ק ר׳ בעריש מאושפצין ז״ל ורבו הגה״ק מהר״ש מקשאנוב. ⟦SEP⟧ …שי׳ ויאמר לו הרב תיסע מהרה לפלעם כך שיבוש ויכלם ואחר כך אמר לו תדע כי אני לא פעלתי מאומו רק רבינו אשר הי׳ לי בקשאנוב הוא הבטחני אשר כל היוצא מפי יק הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו ⟦SEP⟧ … שתרצה ולא יהי׳ לך תמי׳ כי הנני כותב דברים כמו נבואות דע כי לא נביא אני ולא בן נביא רק אדומו״ר הי׳ הרב הגאון מקשאנוב הבטיח לי כל אשר יצא מפי יקיים הש״י ולא משלי הוא. הק׳ בעריש פרומער"" ע״כ האגרת; ⟦SEP⟧ בשנת תקפ״ט נסע הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו … ⟦SEP⟧ …תירו החבלים מעלי׳ וביקשה מהם שיסעו עמה לביתה וכראותם כי נתרפאה לגמרי והיא מדברת כאחד האדם אז באו בחזרה להה״ק מקשאנוב לבשר לו הבשורה ויצעק הרב עליהם כו תיכף ומיד יסעו לדרכם ולא יספרו בקשאנוב לשום אדם :"	edition_only
H-LOC_208		Ruzhyn	Q2641606	49.7220862	29.2112498	12	5	Khal-Hasidim; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Mifalot-HaZadikim; Shivhei-Harav	"…שונאיך יהרג ופלוני שונאך ימות בדרך וכל העיר ישרף באש וכששמע הבעש״ט דבריו צעק על המוכיח ואמר שוטה גם אתה שומע כרוזין ונשתק המוכיח והרב נסע לק""ק ראשקאב ונתקבל שם לרב פ""ש ושם חזר בתשובה גדולה כי הי' עושר מסך סמך אלף והי' מחלק כל… ⟦SEP⟧ …א מהרב הקדוש הצדיק הגאון המפורסם מו' פנחס מעיר קאריץ זללה""ה. מעשה זו סיפרה הרב הקדוש בוצינא קדישא מו""ה ישראל מרוזין וסאדיגערייא זללה""ה : ⟦SEP⟧ …ל ז""ל כמה שנים ובכל פעם היה מבטיח לו שיהיה לו בנים ובתוך העתים הללו בא הצדיק הקדוש המפורסם רשכב״ה מו״ה ישראל מרוזין ז""ל לאדיגערי והאיש הנ״ל בא להצדיק ר' מאיריל ז״ל ולאחר שבת אמר לו הצדיק ר׳ מאיריל ז""ל הנני שולח אותך לסאדיגעיי… ⟦SEP⟧ …מין רד״ך ירשה ויבנה את בית ה׳ אלהי ישראל, ותמשול ידו באיי הים ויושבי תבל מכל אשר היו לפניו ושמו עבד אלמלך בן מרוזין וימלוך תחתיו ויולד בן מראן וישפך דם רב עד מאוד וידכה בני איש ויבנה עיר גדול ויקראה על שמו וימות לפני עמה, ויע… ⟦SEP⟧ …וכנרתק לס״ת וכאשר אמר הרב הצדיק הקדוש וכו׳ ר׳ אברהם יהושע העשיל מאפטא בעת בואו לפניו הרב הצדיק מוה׳ ר׳ ישראל מרוזין. ונפל ממנו חגורתו כשנכנס אצלו ולקח הרב מאפטא את החגורה ולבש בעצמו את החגורה הנ״ל על מלבושי הרב מוה׳ ר׳ ישראל …"	authority
H-LOC_210		Tulchin	Q997568	48.6739771	28.8563795	12	3	Khal-Hasidim; Shivhei-Habesht; Shivhei-Harav	"…מיד מנעלים טובים כי הי' לה בחנות מנעלים והבטיח לה שבוודאי יהיה לה ב״ז וכן הוה שנולד לה הרב הקדוש ר' ברוך מק""ק טולטשין : ⟦SEP⟧ … אשר הדפיס הרב את ספר התניא נתן ר' ברוך עבורו אדום זהב ואח״כ דברו דברי נרגנות זע""ז ומתחלה פתח הרב בשלום ונסע לטולטשין למקום משכן קודש של הרב ר' ברוך הנ""ל ונתרצו זל""ז ודברו באהבה וריעות אבל כאשר יצאו לטייל מחוץ לעיר נתהוה מריבה … ⟦SEP⟧ והנה מדי עבר הרב לטולטשין נזקק לבקשת אשה אחת לשלם לה טובה תחת טובה כי בעת אשר ישב הרב במאסר בפעטערסבורג פעם הראשון היתה שמה אשה אחת שמה… ⟦SEP⟧ …תל מערב היו עומדים חביות מלאי' תבואה והיו רואים שהתבואה רועדת וגם שמעתי ממנו אבל לא מפיו ממש בהיותו שוחט בק""ק טולטשין הי׳ שובת ר׳ דוד הנ' ועשה ר׳ דוד מכפר תלאדווקע תנאים ושלח עגלות אחר כל המקבלים וגם מ' דוד מ״מ הנ' נסע על התנאי… ⟦SEP⟧ … וגם מר' יוסף בן רבי משה מק""ק פולנאי שמעתי כמה נוסחאות בזה המעשה אבל פ""א שבת אצל הרב דקהלתינו ר׳ דוד מ״מ דק""ק טולטשין שהיה נכד של הצדיק ר׳ דוד פורקעס וסיפר לי מעשה שאיש אחד שבחי הבעש""ט 97 אחד הוליך בנו משוגע להבעש״ט וכשהגיע א' …"	authority
