local_id	kind	name_heb	name_rom	wikidata_qid	occurrences	n_editions	match_status	grade	confidence	sound_match	flags	kima_id	kima_name_rom	kima_name_heb	distance_km	candidates	kima_url	context_sample	decision	chosen_kima_id	reviewer_notes
ED::אורייתא	edition_only	אורייתא			2	2	no_match	C_review	0.0									הבלים והאי גרם דאיתפשט מסאבתא טובא בעלמא ואיתפגים סגי ואיתתקף ס״א ס״מ וחילא ושכינתא קדישא כביכול בגלותא רבא ואורייתא חוגרת שק ומתפלשת באפרא וצוחת וי וי ורגזה הארץ תחת עבד כי ימלוך ושפחה תירוש גבירתה ולית מלאך מליץ אחד מני אלף … ⟦SEP⟧ …שלא קם כמהו בימיו כידוע ומפורסם כל רז לא אנס לי׳ בפלפול הלכות. עד			
ED::קאמיסאר	edition_only	קאמיסאר			2	1	no_match	C_review	0.0									"…, הוא שני למלכות, והיה שונא ישראל מאוד וכל איש ישראל אשר היה לו מסחר בחצר הדוכס לא ראה מעולם פני הדוכס רק עם הקאמיסאר היו כל המסחרים של היהודים, פעם אחת בא יהודי אחד יפה תואר ובעל קומה ומדבר היטב לשון פולין לחצר הדוכס לקאמיסאר … ⟦SEP⟧ פעם אחת אחר מות הדוכס בא היהודי הנ""ל לקאמיסאר על אודות מסחרו כנה"			
ED::פונא	edition_only	פונא			2	1	fuzzy	C_review	0.667							3027		"…בית עד שנכנס אימתן על האנשים הדרים בבית ובעל כרחם הוכרחו לעזוב את הבית ולעקור דירתם משם והיתה יללה גדולה בק""ק פונא ויתיעצו הקהל יחד להתוכח ואיך ומה לעשות ויעשו פעולות מן הכומרים הנקראים יי""ע זייטער, ולא יכלו לעשות שום פעולה …"			
ED::מקראקא	edition_only	מקראקא			2	2	fuzzy	C_review	0.75							489		"ב) הנ״ר פנחס הלוי מקראקא הנ""ל. הי׳ חתן הקצין המפורסם בדורו ר׳ יהושיע מפרעמיסלא בהאלוף הר״ר שמואל שמעלקי מפראג הנקרא רייך שמעלקי (חותנו… ⟦SEP⟧ … בחול בין בשבת סיפר שבחים מר' בעריש אושפצינר בלי שיעור כי רצה לפרסם אותו ומאז היו נוסעים לאושפצין מכל המקומות מקראקא מקרשאנוב מבענדין מעלקוש וכל שאר מקומות א"			
ED::הג״ר	edition_only	הג״ר			2	1	no_match	C_review	0.0									"…״ת (ד׳ שנת תקי״ט) כי חיתןחותן הרר״ש מנ""ש הי׳ הרב מו״ר יהושע פו״מ ברישא בהרב מ׳ מרדכי ראש מדינה אבד״ק טיסמניץ בהג״ר משה אבד״ק טורבין בהג״ר שמואל אבד״ק פודהייץ נכד הג״ר שכנא אבד״ק ווין נכד הרבי ר׳ שכנא אבד״ק לובלין. ור' מרדכי …"			
ED::טארניגראד	edition_only	טארניגראד			2	2	fuzzy	C_review	1.0							19986		"ד) זקני ההפלאה הנ""ל הי' חתן הג״ר יואל היילפרין מלעשנוב בן הג״ר ישראל אבד״ק זאסלב בן הג״ר אליעזר ליפמאן אבד״ק טארניגראד, בן הג״ר יצחק אייזק היילפרין אבד״ק טיקטין הנזכר לקמן בשמן הטוב : והג״ר אליעזר ליפמאן מט״ג הנ""ל הי׳ חתן הג״ר י… ⟦SEP⟧ … (ס׳ אוהב ישראל ורזין דאורייתא) ב) הה״ק ר׳ אברהם מדרכי מפינטשוב"			
ED::מדינת מעהרין	edition_only	מדינת מעהרין			2	1	no_match	C_review	0.0									"…ור אבד״ק בריסק בן הג״ר אפרים זלמן שור אבד״ק בריסק, לובלין, בהג״ר נפתלי הירש שור אבד״ק לובלין בהג״ר משה אפרים ממדינת מעהרין נכד רבינו יוסף בכור שור המובא בתוס׳ ובקבלה שהם משבט יוסף : ⟦SEP⟧ …הגה""ק הרר״ש מנ״ש זי״ע. (א) בנו הוא זקיני הגה״ק מ׳ צבי יהושע הלוי איש הורוויץ אבד״ק טרייביטש. פרוסטיץ. יעמניץ ב"			
ED::ש	edition_only	ש			2	2	no_match	C_review	0.0									"נשנון על זכות אבותי הנני מתפלל בקידה, אנא ה׳ עזרה הבה, כי אעבדך בללמוד וללמד באהבה ויראה. אז לא אבוש מאבותי גם ב… ⟦SEP⟧ עוד סיפר אדמו״ר מסקווירא הנ""ל. כי פ""א היה אביו על שבת קודש אצל הרה״ק ר׳ אברהם יהושע העשיל מאפטא זצוק""ל בעהמ״ח ספר אוהב ישראל עה״ת. וידוע כי היה דרך הקודש של המגי…"			
ED::נאמסק	edition_only	נאמסק			2	2	fuzzy	C_review	0.667							639		"יא) כתב בהק׳ ס׳ סמיכת משה וז""ל שמעתי וסיפר לי וכו׳ הרה״ג הישיש ר' אפרים יחיאל מיכל בק׳ נאמסק אשר הוא בעצמו ששמע מפי הצדיקת המפורסמת מרת מרים ז""ל מק' מאהלוב ברוסיא אחות האחים הקדושים מרן זקיני הרר״ש ומרן… ⟦SEP⟧ כאשר שמעתי וסיפר לי זה כמו עשרים שנה בק׳ נאמסק במדינת מאלדווע הרב הגדול בתורה חריף ובקי ול"			
ED::מאהלוב	edition_only	מאהלוב			2	2	name_exact	A_autolink	0.95	True		10965	Mahili︠o︡ŭ (Belarus)	מוהילב (בלארוס)		10965	https://data.geo-kima.org/Places/Details/10965	"…יפר לי וכו׳ הרה״ג הישיש ר' אפרים יחיאל מיכל בק׳ נאמסק אשר הוא בעצמו ששמע מפי הצדיקת המפורסמת מרת מרים ז""ל מק' מאהלוב ברוסיא אחות האחים הקדושים מרן זקיני הרר״ש ומרן זקיני בעל הפלאה ומעשה שהיה כך הי' הרהצה""ק מ׳ יהושע העשיל מאפטא… ⟦SEP⟧ ד) ההצה״ק מ׳ יהושע העשיל מאפטא היה בדרך והיה סמוך לעיר מאהלוב ומס"			
"ED::פפ""ד"	edition_only	"פפ""ד"			2	1	no_match	C_review	0.0									"…שיחת חולין אפילו בימות החול רק בלשון הקודש כידוע. ובתוך כך בא בחור אחד מלובש כעין הלבשת הדייטשין ושאל על הרב מפפ""ד הוא בעל הפלאה ז""ל. והענין היה הבחור הלז הי' לשעבר בפפ""ד בישיבת הרב בעל הפלאה. והוא בעצמו הי' מתושבי עיר זלאטש… ⟦SEP⟧ …זה הלשון מה לי ולשבחיו מעלתו רואה רק על טליתיהם ואינו רואה על כתנו"			
ED::טאמשוב	edition_only	טאמשוב			2	1	name_exact	A_autolink	0.95	True		687	Tomaszów Lubelski (Poland)	טומשוב לובלסקי (פולין)		687	https://data.geo-kima.org/Places/Details/687	"…משיך רבים אליו בפולין קטן עכ״ל. וש""ב הגאבד״ק סעראצק כ׳ וז״ל הג״מ קאפיל מיוזעפאן חתן הרה״ק ר׳ יוסילי יארטשובר מטאמשוב סיפר לי כי הגה״ק ר׳ לוי יצחק בעל קדושת לוי בהיותו עוד בבית חותנו בלוברטוב ביראתו הטהורה הי' משתוקק ליסע לרוטש… ⟦SEP⟧ לד) עוד סיפר הנ""ל ששמע מהה״צ ר' הירשלי מטאמשוב ששמע מהרה״ק בעל או"			
ED::לוברטוב	edition_only	לוברטוב			2	1	name_exact	A_autolink	0.95	True		14510	Lubartów (Poland)	לוברטוב (פולין)		14510	https://data.geo-kima.org/Places/Details/14510	"יח) כתב אבי מורי הגאון שי׳ בהקדמתו לס׳ שירת ישראל אשר דו״ז הגה״ק מ׳ ארי׳ ליבש פרץ מלוברטוב הי' העוזר להגה״ק בעל קדושת לוי להתחבר עצמו לזקיני הגה""ק הרר״ש שהי' אז אבד״ק רוטשעוואהל אשר הי' הראשון להמשיך … ⟦SEP⟧ …ושת לוי היה חתן נגיד וקצין מפורסם ר׳ שמואל פרץ בלורבטוב. והיה עילוי מפורסם ועסקן גדול במצות"			
ED::ם	edition_only	ם			2	1	no_match	C_review	0.0									לניקלשפורג נקרא לבא לגביר אחד חסיד על קאפע וכיבדו אותו בכלים מכלים שונים בכלי אחת הקאפע ובכלי אחת החלב כנהוג. ושאל להגביר איה החלב. והראה לו הגביר באצבעו על השולחן ששם הי… ⟦SEP⟧ ז״ל אבד״ק צאנז. שהיה לו שלש מאות חומרות בנט״י לאכילה. ואחד מהם הי' שלא ליטול במים ששאבם עכו״ם. ומעיקרי הדברים שהגה לתלמידי			
ED::מינסק	edition_only	מינסק			2	1	name_exact	A_autolink	0.95	True		248	Minsk (Belarus)	מינסק (בלארוס)		248	https://data.geo-kima.org/Places/Details/248	"… כמש""כ בס׳ קריה נאמנה (דף קל״ח) כי החרם הראשון נעשה בשנת תקל״ז) והכריזו בכל הערים הגדולות ווילנא הורדנא בריסק מינסק שקלאב לרדוף את החסידים בכל תוקף ועוז שלא להתחבר עמהם לבוא בברית עמהם או לעמוד בקהל עדתם ושלא לאכול משחיטתם כי… ⟦SEP⟧ …היה אחי הגאון מ׳ כתריאל היילפרין [הוא אבי הג״מ שלמה אבד״ק לוברטוב"			
ED::עכוויץ	edition_only	עכוויץ			2	1	no_match	C_review	0.0									"…ערילס מבראד היה מהדר לשדך את עצמו עם הרב גאון הגאונים מו״ה פנחס הורוויץ בעל הפלאה ז""ל. ואז הי' עדיין רב בעיר לעכוויץ. והרב לא רצה לשדך עמו. וסיבב השי״ת שאשתו היתה עסקנית ולקחה סחורה מבראד תמיד. פ״א היה לה דוחק גדול ולא היה ביכ… ⟦SEP⟧ …' גאוני בתראי (ד׳ טשערנאוויץ תר״כ) מזכיר להג״מ צבי הירש מוויטקוב"			
ED::פ״פ	edition_only	פ״פ			2	1	no_match	C_review	0.0									"… שנים שלחו את גאונם הגאון מו״ה חיים הירש זצ""ל לפ""פ וכן עשו ק״ק קאבלענץ לרבם מו״ה זיסקינד גונדרש ז״ל שמת אח״כ בפ״פ. וכשבא פ״פ במצור שלחו מורי הגאון בעל הפלאה זצ""ל לק""ק האנוי כי למה יהי' אתם למשא כבד בעת צרתם והלא גם במקום שה… ⟦SEP⟧ …לפרוסניטץ. והכסף נשאר לפי שעה ביד רבו ואח״כ ירד דודו מנכסיו והלוהו "			
ED::ס	edition_only	ס			2	1	no_match	C_review	0.0									"עה) ועוד יסופר שם (דף ה׳ ע״ב). על הגאב""ד בעל הפלאה זצ""ל אשר שמעתי מספרים מאנשי עיר פפד״מ כי אחרי בואו לשם אם הי' לו דבר ק… ⟦SEP⟧ ש״ב יד״נ הגאבד״ק סעראצק שי׳ כתב אלי בא׳ ממכתביו בזה״ל מש״פ הדר״ג שי׳ בבית משולם דף ל״ב שלום ואהבה בין הגה״ק הר״ם מקאסניטין והבעש…"			
ED::פרוסניטץ	edition_only	פרוסניטץ			2	1	no_match	C_review	0.0									"עו) עוד יסופר שם בחוט המשולש (דף ז׳ ע״ב) כי בבוא הג׳ חתם סופר ז""ל בימי בחרותו לעיר פרוסניטץ רצה לשדך עמו עשיר א׳. לתת לו אחותו בת הרב משם לאשה. והבטיח לו לפרנסו למען יוכל לישב עה״ת והעבודה. והבחור משה … ⟦SEP⟧ …צה ליתן לו הכסף ומענה בפי קדשו שאמו לא תתרצה ורק שישאר בעיר מולדתו וכו׳ ומאחר שכבר נתקשר ב"			
ED::לובלינר	edition_only	לובלינר			2	2	fuzzy	C_review	0.667							6758		"…ל ונצר משרשיו היה זקיני הגאון הקדוש הנורא שר התורה מו""ה דובעריש זצ״ל היילפרין שווערדשארף הנקרא בפי כל בשם דער לובלינר מגיד שהיה ראב״ד ומ״מ בלובלין. ונזכר בהקדמה לס׳ דמשק אליעזר על הגש״פ דבר הנודע בעולם ממסירת נפשו בעד אחב""י בעת… ⟦SEP⟧ …""ל יש רב א' בשינאווא והוא יושב בכסא רבנות ומתנהג ביד רמה הנשיאו"			
ED::זאמושטץ	edition_only	זאמושטץ			2	1	fuzzy	C_review	0.667							962		…ץ גליל לובלין. אשר זקיני המגיד קיבל ע״ע להיות המליץ עבורם ועבור זאת ניתן בכבל רגליו בברזל בא נפשו. וישב במבצר זאמושטץ כשנה תמימה. עד אשר ברחמי השם עליו הוציא לאור צדקם. ונתבטלה הגזירה. כי בירר שעלילת שקר הוא ע״ש. וכ׳ אלו ש״ב הח… ⟦SEP⟧ …ר׳ אהרן מאפטא בעל כתר שם טוב וסידור נהורא שלם. ואח״ז הקדושת לוי			
ED::הק	edition_only	הק			2	1	no_match	C_review	0.0									…מפי אדמו״ר וכו׳ מ׳ ישראל שי׳ הנ״ל שסיפר בש״ק בעת סעודה שלישית ביום ט״ו לחודש מרחשוון שאז הוא היא״צ של זקינינו הק׳ הרצ״ה מטשארטקוב. אשר פ״א שבת בטשארטקוב הרב הגה״ק הר׳ לוי יצחק הרב מברדיטשוב בעל קדושת לוי. וזה הי' כמה שנים … ⟦SEP⟧ …ש״ט ורחץ ידיו והשיב לשתי נשים שבעלה של זו הוא בעיר פלונית ובעלה של ז			
ED::פרעמישלא	edition_only	פרעמישלא			2	1	name_exact	A_autolink	0.95	True		424	Przemyśl (Poland)	פשמישל (פולין)		424	https://data.geo-kima.org/Places/Details/424	"צה) כתב ש״ב הרב ר׳ שמעלקא הלוי הורוויץ מפרעמישלא. בהקדמתו לס׳ סמיכת משה וז״ל. ז׳ הגה״ק אבד״ק טשארטקוב אמר קודם הסתלקותו. כשיהי׳ ח״ו עת צרה לבניו אזי יבואו על … ⟦SEP⟧ קמ) שמעתי מש""ב הרב מ׳ שמעלקא הורוויץ מפרעמישלא על זקיננו הרר״מ שפ״א השקה מים לאשה שהסתרה עצמה. והי׳ בה כל דין הכתוב בסוטה צבה בטנה וכו"			
ED::ק' סאניק	edition_only	ק' סאניק			2	1	fuzzy	C_review	0.6							106		"…ייו. ויש בזה חלוקי דעות. י״א עד ה׳ דורות וי״א עד עשרה. וי״א עד דורי דורות ובדידי הוה עובדא שנחלתי אחר חתונתי בק' סאניק על רגלי השמאלית ונפלתי על ערש דוי ביסורים גדולים ומרים עד למאוד ר""ל והייתי מוכרח לשכב על צד אחד ולא הייתי רשא…"			
ED::פודקאמין	edition_only	פודקאמין			2	2	no_match	C_review	0.0									…שמע זאת. וא׳ לו אתה לא תשלים שנתך ואני אוליכהו לחופתו. וכן היה. וזה הי׳ הגאון מ׳ ישעיה הלוי איש הורוויץ אבד״ק פודקאמין והיה תלמיד הג׳ ⟦SEP⟧ …שת דעת מאד כדי לזכות לאור השבת ופ״א היה בעש״ק בעיר בראד והבריחו אותו משם בבזיון גדול עד למאד והוצרך לנוס לעיר פודקאמין ובא קרוב ללילה לשם בלא בגדי שבת והוצרך 			
ED::יצ	edition_only	יצ			2	1	no_match	C_review	0.0									"קמג) והנה בפנקס (דף רכ״ט) נזכר שקיבלו לרב אחר יציאת הג״מ יעקב בהג״מ יצחק לק' פוזנא את הגאון בעל פני יהושע. אך לא בא לטיקטין. ובחרו תחתיו את זקיני הרר״מ הלוי ה… ⟦SEP⟧ …ועה דאורייתא ע״ד רבים שאין רשאין אנו הח״מ ליתן שטר כתב הרבנות ליד הגאון הגדול אב""ד מו״ה מאיר הרב דק״ק זלאטשוב יצ""ו שקבלנו למז״ט כהיום"			
"ED::תנצב""ה"	edition_only	"תנצב""ה"			2	1	no_match	C_review	0.0									"…ה ערך מאה ועשר שנים ונצר משרשיו נפרה התעורר א״ע להציב ציון הלזה למען יגן על צאצאיו יום ה׳ ר""ח ניסן תדי״ר לפ""ק תנצב""ה"" : ⟦SEP⟧ …וויץ זצ""ל בן הגאון המפורסם מוהר״ר יוקל זלה""ה אב""ד דק״ק גלוגא נפטר אור ליום ג׳ ונקבר יום ג׳ ו׳ אייר תקכ״ז לפ""ק תנצב""ה"" :"			
ED::דק	edition_only	דק			2	2	no_match	C_review	0.0									"…ים בבכי גדול ובנפש מרה הרב הגדול נ״י שכבה. לו יד ושם בהרבות ישיבה ה״ה רבינו הגדול המפורסם מופת הדור אב״ד ור״מ דק""ק אה״ו נ״י ע״ה פ״ה מוהר״ר יצחק איצק הלוי הורוויץ זצ""ל בן הגאון המפורסם מוהר״ר יוקל זלה""ה אב""ד דק״ק גלוגא נפטר… ⟦SEP⟧ מעשה נפלאה מהגה״צ מו״ה משה סופר ז""ל הרב דק׳ פרעסבורג :"			
ED::י	edition_only	י			2	2	no_match	C_review	0.0									"קסח) עוד כ׳ שם שיש לו בקבלה מראשי העיר אלטונא שבהיות הג׳ מהר""י הלוי סמוך לפטירתו הי׳ שם שריפה גדולה. ותשקע האש בתפלתו ובירך העי… ⟦SEP⟧ עוד כתב בס׳ הנ״ל וז״ל דוגמא לזו שמעתי כי הרב ר׳ ליב דימימעלעס ז""ל מלעמבורג (גיסו של הרה״ק ר' יעקב יצחק וצוק""ל מלובלין) היה מכניס אורח גדול ויצו בבי…"			
ED::אמעריקא	edition_only	אמעריקא			2	2	no_match	C_review	0.0									כתבו מודעה בכתבי העתים והודיעו את נשואיהם כדרך חורי הארץ. הסוחר הנ״ל הי' אז באמעריקא. ויהי לעשיר גדול מאד. ויהי בראותו במכה״ע שאשתו הותרה להנשא. הצר לו מאד. והניח כל הונו ונסע להאמבורג ובא בליל … ⟦SEP⟧ …בה אנשים הנוסעים מעבר לגבול, ובתוכם היו איזה אנשים שהכירו אותו, והתחילו לצחוק ממנו וכי גם אתה נוס			
ED::יסקא	edition_only	יסקא			2	1	no_match	C_review	0.0									"… הגאון האמיתי מו״ה ירמי׳ ז""ל מק״ק מאטרסדארף שהוליכו אביו הרב המגיד ז״ל לשם ללמוד. ובחזירתו לביתו הלך דרך עיר ליסקא במדינת קיר״ה. ושם הי׳ רב גדול ומפורסם הגה״ק והטהור ר׳ מנחם מענדיל ז״ל בהג״מ יעקב. שהי׳ חתן הרב האי גאון המובה… ⟦SEP⟧ וכאשר בא לק״ק ליסקא הלך להרב שבעיר כדרך כל הבחורים של ישיבה. ויהי כ"			
ED::רוצוועל	edition_only	רוצוועל			2	1	no_match	C_review	0.0									ואשר כ׳ שם (דף ל״ד) ח״ו שהר״ר שמעלקא הטוב יקלל העיר. שהיו אוהבים אותו. אך הענין שהרר״ש נתקבל לרוצוועל עפ״י זקיני הר״ר אביש מפפד״מ שהי' קודם אב״ד ברוצוועל. אלא שאז נתפרדו מהגליל עיר זעליחוב וקאזניץ ואגפי׳. ולא הס…			
ED::ייזילס	edition_only	ייזילס			2	1	no_match	C_review	0.0									…צמו שהי׳ תלמיד הר״ר דובער ז״ל. ושם (דף ל״ו) מובא מכתב שכתב הרב הרש״ז מלאדי אל זקיני ההפלאה לפפד״מ. ע״י הרר״מ מייזילס שמש ונאמן מווילנא. אחר יציאתו לחפשי מבית הסוהר וביאתו מפעטרבורג. והודיעהו מכל מה שעבר עליו. והרדיפות שעשו אח״…			
ED::ראוונא	edition_only	ראוונא			2	2	name_exact	A_autolink	0.95	True		1728	Rivne (Rivnensʹka oblastʹ, Ukraine)	רובנו (מחוז רובנו, אוקראינה)		1728	https://data.geo-kima.org/Places/Details/1728	"… וענותו תרבני ורחב לבבי בהעלותי על לבי חבה יתירה הנודעת לי ממר שהוא רבא דעמי׳ שי׳ מימי קדם בק""ק מיזעריטש וק״ק ראוונא ונמניתי במנין שלו וזכיתי לקבל ברכתו סלה מדי שבת ⟦SEP⟧ … מכתב הפסק הלז וכו׳ הק׳ יחיאל מיכל בהרב המנוח מ׳ יצחק ז""ל מ״מ דק""ק זלאטשוב. עוד העתק מכתב הנה מדי עברי פה ק""ק ראוונא והי׳ למראה"			
ED::יענדרחויף	edition_only	יענדרחויף			2	1	no_match	C_review	0.0									"…בעז""ה עתה אתחיל לספר ראשית התקרבותי אל הצדיקים ההם כי כאשר גמרתי הלימוד מלאכת סת״מ בק' בריגיל נחני ה׳ דרך עיר יענדרחויף וכתבתי שמה כמה ס""ת ושם נתקשרתי בעבותות התנאים עם אחות הרב הגדול אב""ד דק׳ זאטיר הנקרא בפי הבריות מ׳ ר׳ יעק עלי… ⟦SEP⟧ הנה אספר לכם מעשה אשר ראיתי בעיני ושמעתי באזני : וזאת כי בערך "			
ED::כשדים	edition_only	כשדים			2	2	no_match	C_review	0.0									"…״כ ואמרתי לו דע אחי כי מבואר בש""ס ובמדרשים כי א""א הפיל א״ע לכבשן האש ובפשטות לא כתיב רק ברמז אשר הוצאתיך מאור כשדים דרשו חז""ל אור לשון אש כשדים לשון סיד וזה הכלל אמר הרמב""ם מה שכתוב בפסוק הפשוט הוא האמת כי המעשה שהי' כך הי' א… ⟦SEP⟧ רבים תמהו מה היה הנסיון של אברהם אע""ה באור כשדים הלא אנו רואים שכמ"			
ED::מליזענסק	edition_only	מליזענסק			2	2	no_match	C_review	0.0									"…אל תלמיד של מי הוא אז הוכרחתי לומר לו שהוא תלמוד מהר""ש מקרשאנוב שהי' תלמיד מהר""ש שמעלקי מנ""ש וכן שימש לר׳ מלך מליזענסק. ושאל אותי ובשבת היאך מתנהג אמרתי לו מלפנים לא נתאספו אליו רק בשלש סעודות רק אנכי לבדי בכל הג' סעודות ובשנת פ… ⟦SEP⟧ … שאביו הה״ק מהר""ם זי״ע לא הי' מזעליחאולו רב אחר רק את רבינו הק"			
"ED::ר""ה"	edition_only	"ר""ה"			2	1	no_match	C_review	0.0									"…מנין ולמד עמהם הבעש״ט וסמוך לר״ה התפלל הבעש״ט ואמר סליחות כדרך הבעלי תפלות ובקשו או ממנו אולי יוכל להתפלל גם בר""ה ונתרצה להם ויתפלל בר""ה באותו כפר שחרית ומוסף והיה תוקע ג״כ והראשי קהלה מלעמבורג חרה להם מאד שיעיזו אנשי כפר ל…"			
ED::מלעמבורג	edition_only	מלעמבורג			2	1	fuzzy	C_review	0.833							166		"…ובקשו או ממנו אולי יוכל להתפלל גם בר""ה ונתרצה להם ויתפלל בר""ה באותו כפר שחרית ומוסף והיה תוקע ג״כ והראשי קהלה מלעמבורג חרה להם מאד שיעיזו אנשי כפר לעשות מנין בכפר בר""ה ולא יבואו להעיר כי הקהל היה להם יניחה מהספרים כנהוג בשנים קד… ⟦SEP⟧ …ה אצלם אז כתבו ראשי הקהלה מלעמברג לעיירות הסביבות שלא למכור את"			
ED::נ״ל	edition_only	נ״ל			2	1	no_match	C_review	0.0									"…יטש והיה ג״כ אדון גדול והיה לו שם נחשיבות גדול להחופראווליאיעשטשע בחצר המלך ומקום דירתו של האופראווליאיעשטשע הנ״ל היה בעיר ⟦SEP⟧ סמילא ופ""א היה האופראווליאיעשטשע הנ״ל בעיר דינעוויץ ושמע שמפליאים מאד תפלת הרה״ק ר׳ ישעיה הנ""ל וילך לשמוע תפלתו בש""ק ובעת שאמר הרה״ק ר׳ ישעיה קדושת…"			
ED::טשערקאס	edition_only	טשערקאס			2	1	fuzzy	C_review	0.75							10937		"…נה שלשה בנים הקדושים המפורסמים. ה""ה. הרה״ק ר׳ אהרן מטשערנאביל. והרה״ק ר׳ משה מקארסטשוב. והרה״ק ר׳ יעקב ישראל מטשערקאס זצוק""ל. ואשתו השניה היתה בת הרה״ק ר׳ דוד לייקעס זצוק""ל. והוליד ממנה חמשה בנים הקדושים המפורסמים. ה״ה. הרה״ק ר… ⟦SEP⟧ סיפר הרה״ק ר׳ יעקב ישראל מטשערקאס זצוק""ל ואמר. אצל זקני הרה״ק ר׳"			
ED::פיטאקס	edition_only	פיטאקס			2	1	no_match	C_review	0.0									… של הבעש״ט. ואח״כ בבואו לביתו מרבו הקדוש תיכף קבלו אותו לעיר אחת להיות שם מגיד. ונתנו לו שכירות בכל שבוע שלשה פיטאקס (שהוא בערך ארבעה קאפיקעס וחצי). אח״כ קבלו אותו לעיר אחרת ושם נתנו לו שכירות בכל שבוע חמשה פיטאקס. ואח״כ קבלו …			
ED::ישניה	edition_only	ישניה			2	1	no_match	C_review	0.0									"…שערנאביל זצוק""ל בשער ההתקשרות דרוש ו' מאמר א׳ כתב שם על מאמר הגמ׳ במס׳ חולין (דף י״ז ע״ב) רב ששת בדק לה בריש לישניה וז״ל. ואפשר בלישניה היינו בעת האוכל כשנגע בריש לישניה הבין איך היה הסכין מקודם. כמו שאירע להרה״ק ר׳ נחום מטשע…"			
ED::עוה״ז	edition_only	עוה״ז			2	1	no_match	C_review	0.0									"…שאלו אותו תלמידיו הקדושים אל מי מקדושים יפנו להיות להם לרב ומנהיג. והשיב להם כי ישגיחו ויעיינו מי הוא אשר בא לעוה״ז על ענין זה היינו לתקן נשמות החיים והמתים. אותו צדיק יקבלו לרב ומנהיג עליהם. ואחר פטירת רבם הקדוש הנ""ל השגיחו … ⟦SEP⟧ מהם שמעתי זאת שאמר ששמע מאביו. ואביו שמע מאביו הוא המגיד מטשערנאבי"			
"ED::ב""א"	edition_only	"ב""א"			2	2	fuzzy	C_review	1.0							74942		"…רא לעזוב שם את אביו ואחיו והוא הלך עם העגלון לחפש ולמצוא מים לעצור הדם של אביו הקדוש. כי היה המקום רחוק מישוב ב""א. והיה סייעתא דשמיא מה שנשאר המגיד בחיים. ואחר שנסעו ממקום זה אמר המגיד לבניו הקדושים כי במקום זה שנהפכה שמה ה… ⟦SEP⟧ … רבם אשר שמעו היום מאברך דר״י תירוץ על הקושיא הנ""ל אשר היה עצום מאד"			
ED::מעזרישט	edition_only	מעזרישט			2	1	no_match	C_review	0.0									"…מר הרב מהר""ש ז""ל שמעתי כי הוא גאון גדול ומופלג ג״כ בתורה וישמע לו הרב מהר""פ ז״ל ויסעו עדי בואם בערב שבת קודש למעזרישט וכאשר באו שמה הלכו להרב המגיד ז״ל לקבל שלום ממנו וכרגע בואם החזירם שלום וישלחם מפניו כי היה טרוד בהכנת כלה שב… ⟦SEP⟧ … כאשר היה הרה״ק בניקלשפורג בא הרב הקדוש מוה' אלימלך כי לשחר פני"			
ED::מראדזימין	edition_only	מראדזימין			2	1	no_match	C_review	0.0									"…ר׳ נח מקארוב בעל ס׳ קב חן לא מהה״ק ר׳ זעליג משרענצק לב מהה״ק ר׳ יצחק מאיר הרבי מגור לג מהה״ק ר׳ יעקב ארי׳ הרב מראדזימין לד מהה״ק ר׳ חנוך העניך הכהן הרבי מאלכסנדר לה מהה״ק ר׳ אלי׳ שהי׳ בסוף ימיו אבד״ק ווייסקיט בעה״מ שו״ת דבר אלי' … ⟦SEP⟧ בעת היות הה״ק ר׳ יעקב ז""ל מראדזימין. רב בעיר ריטשאווהל בטרם שנ"			
ED::ייפנא	edition_only	ייפנא			2	1	no_match	C_review	0.0									"וסיפר עוד איש ישיש מופלג בתורה בנו של הרב הגאון מוה׳ מאיר ז""ל הרב דק' לייפנא שאביו הה״ג הנ""ל הי' מתנגד גדול על חסידים. ואשתייע מילתא שהי' איש אחד מלייפנא אצל הרה״ק מוה׳ מאירל ז""ל הרב דק""… ⟦SEP⟧ …ו מגודל פחד ורעדה לגשת אל הה״ק. והתמהמה שם. והנה הה״ק בא לו לקראתו פתאום בהרגישו ברוח קדשו בקודש פנימה שה"			
ED::מלייפנא	edition_only	מלייפנא			2	1	no_match	C_review	0.0									"…ריו מגודל פחד ורעדה לגשת אל הה״ק. והתמהמה שם. והנה הה״ק בא לו לקראתו פתאום בהרגישו ברוח קדשו בקודש פנימה שהרב מלייפנא הולך ובא אליו. ואחז לו להרב מלייפנא ז""ל הנ""ל בידו. ומשכו אליו הביתה ופייסו ואמר לו בדברים רכים הרב מלייפנא בו…"			
"ED::עש""ק"	edition_only	"עש""ק"			2	1	no_match	C_review	0.0									"…יעט והשיב לו מה שהשיב וסיפר לו עוד שיש לו עג""נ מאיש א׳ שרודפו. ומוסרו בערכאות ונכנס הרב מברדיטשוב ז""ל לבהכ״נ בעש""ק להתפלל מנחה. והתפלל לפני העמוד ועמד בתפלת י""ח של מנחה שבלחש כ״כ זמן רב עד שכבו הנרות. כי לא היו רגילים בשנים … ⟦SEP⟧ …דיקים גמורים בעיניו. ונתיישב לשלוח להם את תלמידו מובהק הקדוש האלקי"			
