local_id	kind	name_heb	name_rom	wikidata_qid	occurrences	n_editions	match_status	grade	confidence	sound_match	flags	kima_id	kima_name_rom	kima_name_heb	distance_km	candidates	kima_url	context_sample	decision	chosen_kima_id	reviewer_notes
ED::פאליש	edition_only	פאליש			1	1	fuzzy	C_review	0.667							9579		"עוד זאת היה מנהג בק' שעפס. שהיה חדר שלו שעסק בו בתורה יעבודה בפאליש של הבהכ״נ. ושם היה בית המשפט וההוראה ודירתו עבור הרבנית וב""ב כולם היתה בבית אחרת. ובכל ימות השבוע בחול לא היה…"			
ED::הבהכ״נ	edition_only	הבהכ״נ			1	1	no_match	C_review	0.0									"עוד זאת היה מנהג בק' שעפס. שהיה חדר שלו שעסק בו בתורה יעבודה בפאליש של הבהכ״נ. ושם היה בית המשפט וההוראה ודירתו עבור הרבנית וב""ב כולם היתה בבית אחרת. ובכל ימות השבוע בחול לא היה בא אל דיר…"			
ED::הבהכ	edition_only	הבהכ			1	1	no_match	C_review	0.0									…ו לו השמשים לכבדו בדרשה תיכף ונענע להם תומ״י בלי שום ישוב כלל. כי הוא נכון למלאות בקשתם וכיבודם תיכף. והלך אל הבהכ״נ מתוך שמחתו מבין אנשיו ופתח לדרוש על תיבת בראשית לבדה דרוש ארוך ונפלא. ונמשך הדרוש איזהו שעות. אז נבהלו נחפז…			
ED::ק׳ שעפס	edition_only	ק׳ שעפס			1	1	no_match	C_review	0.0									"התמנות הרה״ק הרב ר״מ הורוויץ הנ""ל לרב בק׳ שעפס ושתי עיירות הנ""ל היתה ע״פ ההמה״ק מקאזניץ ז""ל והגה""ק בעל קדושת לוי הנ""ל ומעשה שהיה כך היה שהרב מברדיטשוב היה ב…"			
ED::חאזניץ	edition_only	חאזניץ			1	1	fuzzy	C_review	0.571							676		"… ושתי עיירות הנ""ל היתה ע״פ ההמה״ק מקאזניץ ז""ל והגה""ק בעל קדושת לוי הנ""ל ומעשה שהיה כך היה שהרב מברדיטשוב היה בחאזניץ בעת שבאו הבע״ב משם לקאזניץ לשאול אודות רב מאת המגיד הק׳ איזהו שישכים להם והיה הדרך שהרב מברדיטשוב היה מתאכסן …"			
"ED::מפ""ב"	edition_only	"מפ""ב"			1	1	no_match	C_review	0.0									"…ן השתדל גם הוא ע״פ הלכה לצדד בעיונו ובפלפילו לזכות אנשי קהל נ""ש. והזמן הי' דחוק מאד כמובו עד שהי׳ מוכרח הגאון מפ""ב להיות ניעור כל הלילה בעיונו בהלכה זו. ולכתוב תשובתו אל המלוכה ולשלחה להם בבוקר השכם. והנה אחרי אשר כבר הי' הה…"			
"ED::ק""ק שעפס"	edition_only	"ק""ק שעפס"			1	1	no_match	C_review	0.0									"מהה""ק ר׳ שמואל נח ליפשיץ ז״ל שהי׳ רב דק""ק טורבין ומ״כ בק""ק שעפס סיפורים נפלאים ."			
ED::גיפעלט	edition_only	גיפעלט			1	1	no_match	C_review	0.0									"…צוואתו. שלפני זמן גדול קודם פטירתו בעברו לפני הב""ע דק׳ שעפס. אמר לפני האנשים שהיו עמו אז בזה""ל „דאס בית עלמין גיפעלט מיר׳ וכשנפטר צוה לפני מותו שיוליכוהו לשעפס להקבר שם. ונשאוהו אנשים מביזוין לשעפס שהוא לערך ב׳ פרסאות ומחצה, ו…"			
ED::מרום הרים	edition_only	מרום הרים			1	1	no_match	C_review	0.0									"סיפורים נפלאים מאת הה״צ בוצינא קדישא מוה׳ זעליג ז״ל מק״ק שרענצק המוזכר בס׳ ממרום הרים שחיבר נכדו הרה״ג החסיד בגש״ק מוה׳ יה""ז אבד״ק לובראנץ נ״י ."			
"ED::יצי""ה"	edition_only	"יצי""ה"			1	1	no_match	C_review	0.0									"גם הרה״ק הצדיק ביצי""ה ר׳ יחיאל מאיר ז""ל הרב מגאסטנין הפליג ג״כ בשבחו של הה״ק מוהר""ז מאד וסיפר ששמע מחסידים זקנים מן טשעכנאווי שבהיו…"			
ED::פרשסיחא	edition_only	פרשסיחא			1	1	no_match	C_review	0.0									"עוד בספר מ""ה הנ""ל דבר פלא מהה""ק הנ״ל עם הה״ק הרבי ר' יצחק מווארקי ז""ל והה״ק רא״מ ז״ל מפרשסיחא ז״ל."			
"ED::דפ""פ דמיין"	edition_only	"דפ""פ דמיין"			1	1	fuzzy	C_review	0.875							422		"…ל הנ""ל אב""ד דמתא. אליו לבקש ממנו נדבה הגונה בעד העניים לא פנה אליו כלל. לישא לו פנים. כי לא ידע שהוא הרב דמתא דפ""פ דמיין ואלו ידע לא עשה כן שהיתה עיר גדולה מאד ומלאה חכמים וסופרים. ועיר תהלה בכל הארצות והרב הגאון הק׳ ז""ל הנ""ל היה …"			
ED::שבק' פפד״מ	edition_only	שבק' פפד״מ			1	1	no_match	C_review	0.0									"… שידרוש חילוקא דרבנן עם דרוש באגדה בשב""ק בבהמ""ד הגדול שלו כדרכו בקודש לעשות כן לפרקים. ואז נתאספו כל העם כולו שבק' פפד״מ לשמוע הדרשה והחילוק כל העם מחצה. איש לא נעדר. כי גם הסוחרים המתגוררים שם מכל המקומות הקרובות והרחוקות. נכספו …"			
ED::אווזא	edition_only	אווזא			1	1	no_match	C_review	0.0									"…ה לו. וכי לועג לרש ח״ו אתם. הלא אין לי מאומה לאכול. וכ""ש עמכם יחד. השיב לו הה״ק מהר""ש בונם ז""ל הלא אשלח לקנות אווזא וטבוח טבח והכן סעודה גמורה בעד כולנו ונאכל יחד אצלך בביתך. והה""ק ז""ל לא אחר מאומה במשך זמן זה. רק החיש על האנ…"			
ED::תהו	edition_only	תהו			1	1	no_match	C_review	0.0									"…הודיע לו על מה ולמה הוא בא. הצר לו להמהרש""ל מאד על הדבר. והשיב לו לחנם מה שהטרחת כ״כ בביאתך זה דרך רחוק מאד ולתהו כאך כלית. באשר הוא היום הזה אשר יעשה הרמ״א במקומו מעשה ואמר לו הרח״ו אד אחת שאלתי מאת כבודכם אותה לבד אבקש מכ…"			
ED::קאשטאן	edition_only	קאשטאן			1	1	no_match	C_review	0.0									"…הרב המגיד הגדול מדובנא ז""ל שבכל הארץ יצא חו תהלתו באגדה ובנעימות שפתיו למשוך לבב השומעים. השני היה החזן הגדול קאשטאן שמרחוק באו אנשים לשמוע קול נגונו הערב. השלישי היה מנגן בכלי זמר אחד שהיה מפואר ומהולל בעולם. עד שבאו ממקומות …"			
ED::מראדזיטיץ	edition_only	מראדזיטיץ			1	1	no_match	C_review	0.0									"סיפורים נפלאים מהה""ק ר׳ יעקב ז״ל מראדזיטיץ"			
ED::ריטשאווהל	edition_only	ריטשאווהל			1	1	no_match	C_review	0.0									"בעת היות הה״ק ר׳ יעקב ז""ל מראדזימין. רב בעיר ריטשאווהל בטרם שנתקבל לרב בעיר ראדזימין. היה עני גדול שאין לספר. והיה די לו ממש בקב חרובין וכו'. וכל מחיית ביתו היתה רק…"			
ED::מסטוצין	edition_only	מסטוצין			1	1	fuzzy	C_review	0.6							17291		"וסיפר איש נאמן גדול בתורה וחסידות שדיבר בעצמו עם הרה״צ בוצינא קדישא ר' ברוך ז""ל מסטוצין בליטא. בהיותם יחד בראדזימיו. וסיפר לו הרב ר׳ ברוך"			
ED::פאבריק	edition_only	פאבריק			1	1	fuzzy	C_review	0.6							88902		"…הק' אשר בבהמ""ד בשב""ק. וכשהגיע עת עמידת היין על השולחן. היה שם בין המסובים רב א׳ מעיר שאדעק שהיה לו למכור יין מפאבריק א׳ ובכל פעם בואו לקאצק הביא אתו ייו למכור למי שירצה ליקח ממנו. וגם בעד עצמו העמיד על השולחן. והיה דרכם לטעום …"			
"ED::אה""ו"	edition_only	"אה""ו"			1	1	no_match	C_review	0.0									"…ר בס׳ לוחות העדות ושאר ספרים שנתחברו ע״ז. אירע מעשה נורא ומופת נפלא מהגאון הק׳ ר""י הנ""ל שהיה אז אב""ד ורב בק""ק אה""ו והיה דר באלטונא. פ""א היה הולך הגה""ק הנ""ל לבית הכנסת להתפלל תפלת מנחה והיה עובר דרך מקום צר אחרי הרחוב פתאום נ…"			
ED::גה	edition_only	גה			1	1	no_match	C_review	0.0									עוד ענין נפלא מה שיסופר בזה מהגה״ק ר״י הנ״ל מגודל שקידתו בעיון תוה״ק			
ED::הרמתה	edition_only	הרמתה			1	1	no_match	C_review	0.0									"…און ר׳ יונתך ז""ל מפראג בכל הקהלות שהיה שם לרב ואב""ד דהיה בק""ק מיץ והמבורג ואלטינא מקום משכן כבוד קדשו וישיבתו הרמתה שאין ערוך אלי׳ בכל תפוצות ישראל. ועם כל גודל חריפותו בפלפולים שהיה נעלה מכל רבני דורו מכ״ז לא נח ולא שקט בעיו…"			
ED::פרייקין	edition_only	פרייקין			1	1	fuzzy	C_review	1.0							20400		"…אר ריקם וערום מכל. וסיפר הגר""א ז""ל עצמו לפני הגאון מ׳ שאול ז""ל ק""ב מווילנא. את אשר קרהו בעת שהלך בגולה במדינת פרייקין כי בא ביום תענית אסתר במקום שהיה רחוק מהעיר, ולא היה יכול לילך רגלי משם להעיר לשמוע קריאת המגילה. ולא היה נמצ…"			
ED::וואנוואליץ	edition_only	וואנוואליץ			1	1	no_match	C_review	0.0									"בעת שהיה הה""ק הנ""ל אב""ד בק' וואנוואליץ היה שם איש אחד שמו ר׳ שמחה שהי' מחזיק הפרעפאנאציע בכפר קוואהל גליל הנ""ל והיה רגיל ליסע אל הה״ק הנ""ל לפרחים. פ…"			
ED::קוואהל גליל	edition_only	קוואהל גליל			1	1	no_match	C_review	0.0									"בעת שהיה הה""ק הנ""ל אב""ד בק' וואנוואליץ היה שם איש אחד שמו ר׳ שמחה שהי' מחזיק הפרעפאנאציע בכפר קוואהל גליל הנ""ל והיה רגיל ליסע אל הה״ק הנ""ל לפרחים. פ""א נסע מביתו העירה להה״ק הנ״ל על יו״ט ר״ה. ועזב את כל ביתו סגור. וב…"			
ED::מכפר סקיהל	edition_only	מכפר סקיהל			1	1	no_match	C_review	0.0									"פ״א בהיותו אבד״ק וויסקיט בסוף ימיו בא לפניו איש א' מכפר סקיהל שמו ר' וואלף שהיה מחזיק החלב אצל השררה ונתן קוויטל להה״ק הנ""ל בקובלנא רבא היות ששלח אחריו השררה וא""ל שלא יחזי…"			
ED::מאחראטקעס	edition_only	מאחראטקעס			1	1	no_match	C_review	0.0									"…י שיחתם ועתירתם ותחנתם לפני כ""ק. ובאו אליו אנשים רבים הו מאנ""ש הו משאר אנשים כל או״א בבקשתו ותפלתו. והנה בכפר מאחראטקעס סמוך ונראה לעיר פולאב הי' דר שם אז איש אחד נגיד וחסיד והיה ג״כ מאנ""ש של הה״ק הנ""ל ושמו אהרן הכהן והיה מוכר יי…"			
"ED::אנ""ש"	edition_only	"אנ""ש"			1	1	no_match	C_review	0.0									"פעם אחד בא אצלו אחד מאנ""ש והתנצל לפניו כי הוא מעונה בעוני מאד. ענה אליו הה״ק אתו לך מכתב לאחד ממכירי שנוסע אצלי והוא גביר עצום כי יתן ל…"			
ED::ים הקרא	edition_only	ים הקרא			1	1	no_match	C_review	0.0									…וכל כן נושא הרוח את האניה. ואינם יודעים אנה איפה הם, כן עבר יום שלם מעת אל עת. עד כי זרק הרוח את האניה אל תוך ים הקרא. ותטבע ביון מצולה. וזאת ידוע אשר מן אז הוסד תבל וצאצאיה. אם נלכדה אניה במלכודת ים הקרוש נכזבה תוחלתה להנצל. ה…			
ED::בבלה	edition_only	בבלה			1	1	no_match	C_review	0.0									…ינו לכל הדברים הנוראים אשר היום ראו עינינו. וידום גם הוא. אך דאגו על אשר נשארו בשדה כצאן מודח ולא יודעים הדרך בבלה. ויבוא אליהם אחד : ויראם הדרך ונעלם מעיניהם ולא נודע מקומו איו. וילכו בדרך אשר אמר להם. עד בואם קרוב לבבל. הצ…			
ED::סטרהא	edition_only	סטרהא			1	1	fuzzy	C_review	0.6							633		לעבור את פיו ויכין הרב לע להנסיעה. וישכרו האנשים עגלות ויקחו את כל אשר להעל העגלות ויסע אתם. ואף כי אנשי אוסטרהא צעקו מרה על אשר עזבם וירצו להוסיף לו על השכירות. אולם לא הועילו בצעקתם ויבקשם שבל לגזו עליו. כי נחוץ לנסוף עמ…			
ED::תובביר	edition_only	תובביר			1	1	no_match	C_review	0.0									"ג) העתקה מאגרת אשר בא מעבר לנהר סמבטיון מבני משה רבינו ע״ה לעיר הק' תובבירושלים״א הנדפסת בס׳ מקוה ישראל ומקוימת מחכמי ירושלים ובעדות הג׳ הג' חיד״א זלה""ה וגאוני ירושלים שמו זר לראשם מכת…"			
ED::מדי	edition_only	מדי			1	1	no_match	C_review	0.0									"…פה כל הכתוב לחיים בירושלים והכתב הנ""ל בא אלינו עם החכם השלם מוהר״ר ברוך נ""י אשר הלך בשליחות ירושלים לערי תוב״במדי ופרס, ובאו עליו לסטים ובזזו כל אשר לו והניחוהו במדבר שמם ואת חמורו הרגו, ולא ידע אותו האיש אנא ילך והלך כסומא…"			
ED::דברי ש	edition_only	דברי ש			1	1	fuzzy	C_review	0.667							21350		…כתב אשר נתן לי מאנשי ירושלים את כל הכתוב מקצת צרתכם וידאגו דאגה גדולה ויתנו לי את הכתב הזה שתוליכהו עמך לאנשי דברי שלום, ויאמר לו השליח הנ״ל הגידה נא לי מה שמך ויאמר לו מלכיאל, ירושליםויאמר לו אדוני היטבת חסדך רצוני שתוליכנו ל…			
ED::ז״ל הגד	edition_only	ז״ל הגד			1	1	no_match	C_review	0.0									ו) פ״א סיפור אדמו״ר מפרשיסחא ז״ל שהרבי ר׳ משה מ ז״ל הגדול דרכו פרשוורסקהיה ליתן להאורח הבא לפניו שני כוסות יי״ש וכשנתייקר היי״ש לא נתן רק כוס א׳ ואליהו ז״ל הי׳ רגיל …			
ED::שות	edition_only	שות			1	1	fuzzy	C_review	1.0							26910		…וב היה מכניס אורח גדול והיה הציווי ליתן לאכול לכל הבאים וכן לשתות יי״ש בביתו בלי מעות לכל אשר יחפוץ והיה א׳ מ שותה בכל יום בביתו עד שנעשה שיכור. ופ״א ראה הרב הנ״ל כי הוא נופל לבובבין הצנורות ואשפות ציוה שלא ליתן לו יותר בחנ…			
ED::וסיפ	edition_only	וסיפ			1	1	no_match	C_review	0.0									ז) סיפר מרן מנשחיז שהרהצה״ק ר׳ גרשון קיטיוור ראה את הרה״צ בעל אור החיים וסיפר לו מגיסו הבעש״ט ז״ל והשיבו ידעתי אותו וישראל שמו גם באה״קסיפר ששאל הרה״צ ר׳ גרשון קיטוור את האור החיים על תל…			
ED::נ״ע ו	edition_only	נ״ע ו			1	1	no_match	C_review	0.0									…בולים קשים ר״ל הרהורי ע״ז ר״ל אשר אין להעלות על הכתב וא״ל הרב הנ״ל אני אינו יכול להועילך לך אצל הקדוש מהר״ש מ נ״ע ובא אצל זקני קארליןהרה״ק הנ״ל בעת הדלקת נ״ח בעת שאמר המזמורים כדרכו בקודש וכשהגיע אצל הפסוק ויפרקנו מצרינו כל״ח…			
ED::לאיטאלי	edition_only	לאיטאלי			1	1	no_match	C_review	0.0									…מ״י ליסע עמכם מפני שעדיין לא למדתי חכמת עיבור החדש ואין שום אדם במדינות הללו ללמוד ממנו. ע״כ אסע מקודם למדינת לאיטאליאהוויניציא לחכמי הספרדים שהם בקיאים בחכמה זאת ושם אלמוד מהם החכמה הזאת ונסע תיכף הגאון הנ״ל ולמד אצל החכם אבוה…			
ED::שפניא	edition_only	שפניא			1	1	fuzzy	C_review	1.0							26921		וכך היה המעשה שבמדינות שפניא היה מקודם קהילות קדושות קודם גזרות תתנ״ו והיתה שם עיר גדולה לא׳ עיר ואם בישראל והיה שם מלך אחד והיה רוצה לגרש…			
ED::מנשחיז	edition_only	מנשחיז			1	1	no_match	C_review	0.0									"יט) סיפר מר מנשחיז שאביו הגאון מוהר״מ זצל""ה מתחלה היה עוסק במו״מ והיה מקבץ מכל נסיעה של מו״מ דבר מועט עד שקיבץ לו על אתרוג של מצ…"			
ED::מאניפאלי	edition_only	מאניפאלי			1	1	no_match	C_review	0.0									… חג ש״פ) וז״ל ע״פ מעשה המסופר מהה״ק ר״פ מקארץ שמל תינוק אחד ולא יכול לעצור הדם ונזדמן פתאום שבא הה״ק ר׳ זוסיא מאניפאלי זצ״ל ואמר למהר להכין סעודה ולישב לאכול ולשתות ואמר כי כן כתיב ויחזו את האלהים			
ED::ווירמישא	edition_only	ווירמישא			1	1	no_match	C_review	0.0									ז) וכתב א״ז וז״ל הכרתי יהודי אחד מווירמישא והיה קוראים אותו ר׳ בינםבונם והיה זקן וקובר מתים ושמעתי על האמת שפ״א השכים השמש לבהכ״נ וראה בחלום אדם יושב לפ…			
ED::פאדוב״ה	edition_only	פאדוב״ה			1	1	no_match	C_review	0.0									"…ואי לא מברך בתחלה להק״בה אינון ברכאן לא איתקיימו ע״ש באורך. ואני שמעתי מהה״ק מו״ה יעקב חזק ז״ל אב״ד ור״מ דק""ק פאדוב״ה דכשבא אליו אדם אחד לברכו משים ידו על ראשו ואמר יתברך שמו של הקב״ה ואח״כ מברך להאיש ההוא או לנער וכיוצא :"			
ED::אוסטריפאלי	edition_only	אוסטריפאלי			1	1	no_match	C_review	0.0									ה) שמעתי משארינו הג׳ המנוח מוה׳ יוסף שאול ז״ל אבד״ק לבוב כי להמקובל ר״ש מאוסטריפאלי נתגלה שיהיה חלקו בחד עם זקינינו הרב ר׳ העשיל בג״ע ורצה לתהות על קנקנו בק׳ והתחפש עצמו לעשות זר מעשהו ובא אליו…			
ED::מנעסכיו	edition_only	מנעסכיו			1	1	fuzzy	C_review	0.667							248		ובס׳ ז״ט סיפר מרן מנעסכיו מאביו הג׳ מוהר״מ זצל״ה. פ״א היה אבא ז״ל מוטל במטתו בבוקר קודם התפלה מחמת חלישותו ונכנסו לפניו הרבה אורחים במב…			
ED::ז״ל אשר	edition_only	ז״ל אשר			1	1	no_match	C_review	0.0									ז) ונקדים מה ששמעתי בשם הק׳ ר׳ נחום מ ז״ל אשר באו אליו אנשים טשארנאבילהמקושרים אליו מהאמלע והלכו אליו ברגליהם וקרא אליהם המקרא מה יפו פעמיך בנעלים פי׳ בעת …			
ED::האמלע	edition_only	האמלע			1	1	fuzzy	C_review	1.0							21604		ז) ונקדים מה ששמעתי בשם הק׳ ר׳ נחום מ ז״ל אשר באו אליו אנשים טשארנאבילהמקושרים אליו מהאמלע והלכו אליו ברגליהם וקרא אליהם המקרא מה יפו פעמיך בנעלים פי׳ בעת שהיה בהמ״ק קיים היה כונת המקרא על ההולכים לרג…			
ED::קאוולר	edition_only	קאוולר			1	1	fuzzy	C_review	1.0							16699		ובס׳ ז״ט וז״ל סיפר מרן מנעסכיז שאחיו הרהצה״ק הקאוולר רב היה לו בקטנותו חולי קדחת ר״ל כמה שבועות ולא השגיח אביהם הג׳ מוהר״מ זצל״ה ע״ז ופ״א הפצירה אחותם צארטיל ע״ה …			
ED::ראזדעל	edition_only	ראזדעל			1	1	fuzzy	C_review	1.0							27067		ג) ושמעתי מכה קדוש הרב מראזדעל איך שרבן של ישראל הרב מוה׳ דוב נצטער ע״ז על שנעשה מפורסם וגילו לו מן השמים ממעזריטששפ״א נסע בחוה״מ דרך שלא הי…			
ED::נצטער ע	edition_only	נצטער ע			1	1	no_match	C_review	0.0									"ג) ושמעתי מכה קדוש הרב מראזדעל איך שרבן של ישראל הרב מוה׳ דוב נצטער ע״ז על שנעשה מפורסם וגילו לו מן השמים ממעזריטששפ״א נסע בחוה״מ דרך שלא היה צריך והקב""ה מדקדק עם הצדיקים כחוט השע…"			
ED::אמדור	edition_only	אמדור			1	1	name_exact	A_autolink	0.95	True		19671	Indura (Belarus)	אמדור (בלארוס)		19671	https://data.geo-kima.org/Places/Details/19671	…ה ופחד השי״ת בודאי הוא טהור כי הוא מדריגה גדולה לא יזכה בזה אלא מופלג בקדושה ובטהרה כמו שהיה לר׳ חיים חייקיל מאמדור והיה עוסק בתעניות וסיגופים כ״פ משבת לשבת והיה נעור אלף לילות לעסוק בתורה :			
ED::זסלב	edition_only	זסלב			1	1	name_exact	A_autolink	0.95	True		15851	Izi︠a︡slav (Ukraine)	איזיאסלב (אוקראינה)		15851	https://data.geo-kima.org/Places/Details/15851	…ב או ט״ו בשבט ואח״כ נסעו הר״י ע״כ בנ״י שלו הבחורים והנערים על היריד שהוא יומא דשוקא בקיץ היה נוסעין על הירדים זסלב ויעריסלאב. ובחורף על היריד לבוב ולובלין ושם היה רשות ביד הבחורים ונערים שילכו ללמוד באיזה ישיבה שירצו ללמוד ש…			
ED::פפ״ד	edition_only	פפ״ד			1	1	no_match	C_review	0.0									…רביטו של מלך ואמרו חז״ל הקנאה והתאוה והכבוד מוציאין את האדם מן העולם וסיפרו כשקבלו את הג׳ בעל הפלא״ה לרב לק״ק פפ״ד עשו לו כבוד גדול בבואו והיה עם רב לפניו ולאחריו ושאלו א׳ ממיודעיו מה חושב באותו שעה והשיב שדומה בנפשו שנושאים…			
ED::דרעזניטץ	edition_only	דרעזניטץ			1	1	no_match	C_review	0.0									… בלמדי תורה ברבים ומימי אם כי התנהגתי עצמו וביתו בכבוד ותפארת לא היתה להתגדל רק לשמה חוץ מיום שנתקבלתי לאבד״ק דרעזניטץ שדרשתי בכוונה להראות כוחי בלימוד וכו׳ :			
ED::לעכויטש	edition_only	לעכויטש			1	1	no_match	C_review	0.0									…ים שישנם בכל דוד קוראין אותם העולם נסתרין ושמעתי כי דוד״ז הה״ק מוהר״נ שאל לאביו הוא זקני סבא קדישא מהר״מ נ״ע מלעכויטש העולם אומרים שהל״ו נדיקים הם נסתרין א״כ הצדיקים שבדורינו המפורסמים חיים מל״ו צדיקים והשיב לו אביו ז״ל בל״א אש…			
ED::ס שמו	edition_only	ס שמו			1	1	fuzzy	C_review	1.0							9562		"…יאל שלי עכ״ל [א״ה הה״ק הזה הוא נכד לזקיני הג׳ מוהרי״ל ליפשיץ זצ״ל וזקינו הג׳ מוה׳ נח זצ״ל האבד״ק טארבין בעהמח״ס שמואל ליפשיץמנחת יהודה על המכריע היה דודו] ומ״כ בשם הה״ק מלובלין זצ״ל כי הרב בעל דודאים בשדה הגה""ק ר׳ ראובן הורוו…"			
ED::דזארנאווצא	edition_only	דזארנאווצא			1	1	no_match	C_review	0.0									"… יהודה על המכריע היה דודו] ומ״כ בשם הה״ק מלובלין זצ״ל כי הרב בעל דודאים בשדה הגה""ק ר׳ ראובן הורוויץ אבדהלוי״ק דזארנאווצא היה לו נשמת רב המנונא סבא והוא שלישי מל״ו צדיקים שהיו אז :"			
ED::כשהיה	edition_only	כשהיה			1	1	no_match	C_review	0.0									ובס׳ ש״י (בדרוש ה') וז״ל וכן היה הדרך של הק׳ ר׳ יעקב יצחק מ כשהיה לובליןלומד גמרא היה לומר דף בעיון ואח״כ היה חוזר אותו הדף בדיבור לבד והיה מחבב הדיבור של הגמ' בלי עיון :			
ED::מעזיבז	edition_only	מעזיבז			1	1	no_match	C_review	0.0									…ים שעשו ליצנות ממרן אלהי הבעש והוא שתק ולא מיחה ותיכף ״טעמד ממטתו וצוה לעגלן שלו שיאסר לו הרכב ונסע תיכף לק״ק מעזיבז לבקש ממנו			
ED::וב מפיו	edition_only	וב מפיו			1	1	no_match	C_review	0.0									…י לרבינו אלימלך ואמר רבש״ע אני מוחל בלב שלם ובלב שמח ולא יענש שום אדם בסבתי ושמע מו״ח הה״צ מוהר״ר מדרכי מפינטשוב מפיו של רבינו אברהםאלימלך ינוחו מלחלוק עלי שתי נשים ותביא משיח וגאולה שלימה ואמר חידוש נפלא הוא לי על התנאים שצפו …			
ED::פרעמושלין	edition_only	פרעמושלין			1	1	fuzzy	C_review	0.667							1655		"ה) סיפרו לי מעשה רב מהה״ק מוהרמ״מ זצוק""ל מפרעמושלין ומעשה שהי׳ כך הי׳ שהי׳ יושבי׳ במסיבה בסעודה ונתן מטבע של ארבעה פשוטים להביא שכר ואמר למשרת שיביא בעד חמשה פשו…"			
ED::עכניווקע	edition_only	עכניווקע			1	1	no_match	C_review	0.0									…״ט זל״ה הי׳ מכיר בניגון הכלי זמר מה שעשה המנגן מיום הוולדו וסיפר שאביו הג׳ מהר״מ זצל״ה נסע על שתי שבתות לכפר מעכניווקע בגליל עיר ראטנע להיות אצל הר״ר הירש משם שהי' מכניס אורח גדול ואז היתה השעה דחוקה לו ורצה הרצה״ק לעשות לו טובה…			
ED::ו׳ קדוש	edition_only	ו׳ קדוש			1	1	no_match	C_review	0.0									…תנין שום דבר קדושה ומצוה אלא ע״י זכות הקדום וטורח ובקשות ותפלה וסיפר לי מו״ח הצדיק המפורסם מוהר״ר ששמע מאיש וכו׳ קדוש מוהראברהם מרדכי מפינטשוב״ר זוסא מ שסיפר אנפאליאלו האיך בעניותו היה שמש בעיר אוסטרהא והיה דרכו להתענות שנים וש…			
ED::שסיפר	edition_only	שסיפר			1	1	no_match	C_review	0.0									…ם וטורח ובקשות ותפלה וסיפר לי מו״ח הצדיק המפורסם מוהר״ר ששמע מאיש וכו׳ קדוש מוהראברהם מרדכי מפינטשוב״ר זוסא מ שסיפר אנפאליאלו האיך בעניותו היה שמש בעיר אוסטרהא והיה דרכו להתענות שנים ושלשה ימים ואח״כ היה הולך לבקש מאיזה בעל ה…			
ED::סלוויטא	edition_only	סלוויטא			1	1	fuzzy	C_review	1.0							846		…ל קדושת שמו ית׳ בכח כמו ר״ע ע״ה) והק׳ זאת תמצאנו בס׳ נו״א דפ״י דפוס לעמבורג הנדפס עם הסכמות מגאוני ארץ ובדפוס סלוויטא ואמר שמצוה לפרסם למדפיסים שבאם ידפיסו מחדש הספר נו״א ידפיסו ג״כ הק׳ זאת והק' זאת מביא כאאמו״ר זללה״ה בספרו הב…			
ED::פ״א בד	edition_only	פ״א בד			1	1	no_match	C_review	0.0									"ג) סיפר מרן מנסכיז זל""ה שהלובלינר זלה""ה כשהלך בנערותו להרהצה״ק ר׳ אלימלך מ פ״א בדרך אירעהו גשם וקור גדול ותעה בלילה וראה בית שהי' ליזענסקמאיר ביער ונכנסתי לשם והיה שם חם ויפה והחיה נפשו שנתיי…"			
ED::להקבי	edition_only	להקבי			1	1	no_match	C_review	0.0									…׳ יהושע העשיל מאפטא היה בדרך והיה סמוך לעיר מאהלוב ומסתמא היה הדרך מלאה אנשים ונשים וטף ואמר לאנשיו ניסע לעיר להקביל פני הצדיקת מ׳ מרים אחות הגה״ק ר״ר שמעלקי זצ״ל מנ״ש וכאשר מאהלובשמעו העולם שהצדיק נוסע לעיר להקביל פני הצדיקי…			
ED::מנסכיז	edition_only	מנסכיז			1	1	no_match	C_review	0.0									"…אלשמיני אות ע״ו) יתר הדברים הנצרך לזה ובס׳ ז״ט כ׳ וז״ל ומי שאירעהו החלום ר""ל בליל יוה״כ כשהי׳ מתראים לפני מרן מנסכיז שחרית לא היה אומר לטבול רק היה מסיים בדרך ברכה יראה זרע יאריך ימים ולפרקים היה מבין מי שרוצה לשאלו ע״ז ולא פנ…"			
ED::היה ק	edition_only	היה ק			1	1	no_match	C_review	0.0									ח) ואצל רבינו מו״ר מוה׳ יעקב יצחק מ היה קריאות בשם מורה מורינו לובליןואמירה רכה סמיכה לתלמידיו וגם כשהייתי בלובלין עם אבי זצ״ל ילד בן תשע הייתי וראיתי …			
ED::איהל	edition_only	איהל			1	1	no_match	C_review	0.0									…ף גמ׳ לא תבא עוד בפי ומאז והלאה לא לקח אותה מעולם ואעפ״כ היה צדיק מפורסם בכל העולם וכמו כן הג׳ הה׳ מהר״ם ט״ב מאיהל לא שמש בכלי זה מעולם (ר״א אות י״א) [ועי׳ מג״א סי׳ ר״י סק״ט לענין שתית טיטון ובשו״ת כתב סופר תשו׳ כ״ד וז״ל וכד…			
