Archive	File	title	date	month	month-newspaper	year	newspaper	page	facs	text	word number	dominant_topic	year_month
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0020306	צירות ישראל בבריסל פרסמה הודעה בענין משלוחי הנשק משרד החוץ מבקש לפרסם: בראשית השבוע הודפסה בעתונות הישראלית הודעה, כביכול, צירות ישראל בבריסל בנוגע למשלוח הנשק הבריטי למצרים מנמל אנטוורפן. בירור הענין העלה פורסמה ע״י צירות ישראל בבריסל הודעה שהיא בענין ואף נאמרו דברים בדומה לתוכן הידיעה הזאת, ידי איש מאנשי הצירות.	60	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0020404	"בריה״מ הציעה שלשום להעניק גשה בידי יו""ר מועצת הלאומים הסובייסיוע טכני וכלכלי לליבריה. ההצעה הוטית, אלכסנדר וולקוב, שהשתתף בטכס חנוכת כהונתו נשיא ליבריה, וויליאם טובמאן."	26	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0021101	"בישיבת ועדת העבודה אתמול מסר מר ד. טנא, מנהל אגף השיכון במשרד העבודה סקירה בעית חיסול המעבלדבריו היו בסוף דצמבר 1955 ב-9000 משפחות בבדונים ובפחונים. לאחר סיום עבודות הבניה תכניות השיכון, בהתאם לתקציב הפיתוח שנת 1955, תשארנה עדיין מ-5000 משפחות ביותר מ-20 מעברות. לחיסול מעברות דרוהועדה תמשיך בדיון בעיות השישות עוד כ-6000 יחידות דיור. כון — כולל בעית השיכון לקליטת העליה החדשה — בישיבה הבאה. מצב התעסוקה המנהל הכללי משרד העבודה מר עילם, מסר סקירה מצב התעסוקה, והדגיש מספר המובטלים ירד התחלת הקטיף והפסקת הגשמים. ועדת העבודה תדון מצב התעסוקה בישיבה הבאה. יו""ר ועדת העבודה, מר עקיבא גוברין מסר פגישתו ועד הסטודנטים בעניני תעסוקה לסטודנטים והודיע, סוכם משרד העבודה לסייע בידיהם להקב עדת הכספים ועדת הכספים בישיבותיה בשבוע דנה בהצעת התקציב הנוסף לשנת 19-1956 בהשתתפות הממונה הכנסות המדינה מר ז. שרף והממונה התקציבים ד""ר י. ארנון. דנה הועדה בשאלת נזקי השטפונות ונזקי הארבה בהשתתפות שר החקבועדת החינוך והתרבות ענין התזונה בבתי הספר וכן שאלת חלוקת הסטיפנדיות לתלמידי בתי הספר התיכוניים נידונו בישיבת ועדת החינוך והתרבות מהיום בהשתתפות נציגי משרד החינוך. הדיון בשאלות יימשך בשבוע הבא. בועדת הכלכלה ועדת משנה ועדת הכלכלה המשיכה היום בשמיעת דברי משלחות. חקלאים ערביים מהמשולש והגליל שמסרו תביעותיהם לממשלה בקשר לשנת הבצורת וכן לגבי קביעת מחירי הטבק. נציגי משרד החקלאות, ה""ה חנוכי וויצמן מסרו פעולות משרד החקלאות לעזרת החקלאים הערבים נפגעי הבצורת ע""י מתן הלואות ודאגה למקומות הנפגעים. מר אדלר ממשרד האוצר מסר פרטים הסידורים הקיימים בקשר לקביעת מחירי הטבק ושיווק התוצרת. הועדה עומדת לבקר באזורי החקלאות הערבית בטרם דיונה ותקבל מסקטלפונים נותקו ללא אזהרה בטרם זמן לשאילתתו מר עזרא איכילוב השיב שר הדואר, ד""ר בורג, בעל השאילתא צדק בטענתו, שפקידי הדאו ממדור הטלפונים ניתקו קוי טלפון אי-תשלום החשבון בטרם עבר זמן פרעון החשבון. השר הבטיח להסדיר דבר בעתיד, להחזיר תשלום הקנס לבעלי הטלפונים האלה ולדאוג לכך שלא"	321	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0030700	וורחבו שטחי הכותנה והבוטנים בנגב	5	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0030801	"— מאת סופר „הבוקר"" בירושלים החליטה הנהלת עירית ירושלים להעסיק לנוכח מצב האבטלה המחמיר והולך, 200 מובטלים, ביניהם חמישים עובדי בנין שנפלטו מעבודת הבניה שהוקפאה למשך כמה חדשים. בהשתדלות העיריה ומנהל לשכת העבודה מר מרגלית, הושגו מלוות מאת משרד העבודה להעסקת מספר מובטלים בירושלים וכפי הנראה שייעשה מאמץ להעסקתם לאחר חג הפסח המובטלים מועסקים בעבודות גינון, בגנים העירוביים, פועלי הבנין בהתקנת מדרכות, דרכים ארעיות ושבילים."	66	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0031700	האחיות תובעות תיקון השכר	4	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0031701	"בהחלטה להטיל הועד הארצי לנהל מו״מ האגוד המקצועי ההסתד רות תיקון שכר האחיות ולסיימו תוך שבועיים, ננעל אתמול כנס ארצי אחיות שהתקיים בבנין מ.ד.א. בת""א. הוחלט לקרוא לכנס נוסף בעוד שלושה שבועות לדון בצעדים שיש לנקוט במק רה כשלון המו״מ. בטאה בתביעה לשכר יסוד 120 לירות הדרישה לתיקון שכר האחיות התלאחות מוסמכת (לעומת 81 לירות כעת), ושכר יסוד 105 לירות לאחות מעשית וותיקה. נדרשו תוספות גמול תפקיד, ותשלומי דמי וותק, העשויים לעודד אחות מתחילה בשנות עבודתה הראשונות."	87	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0032303	"למשיכת בעלי חון שיקימו תעשיות קלות שלא תהיינה קשורות בהוצאות-חובלה גדולות, וביחוד לסיפוק צרכי המקום והאזור שתושביו עדיין נוסעים למרחקים כדי לקנות דברים נחוצים. בעיקר משתדלים לפתח המלאכות הנחוצות לשרות התושבים. לשם הקימה המועצה המקומית באזור התעשיה ביתנים, בהם יהיו מכבסה אוטומטית, נגריה, סנדלריה ותעשיית נעלים ומתפרה. הקימה המועצה המקומית שוק משרד המועצה האזורית ובו 15 תאים חנויות, והמוק״מ צפונה שוק גדול יותר, אליו יועברו עצה מקוה להקים בשנה זו במרחק שני העסקים הנמצאים בפחונים שבמעברה, שתחוסל גמר הבניה הקשה. אגף השיכון בונה עתה 100 יחידות דיור במסגרת „מפעל חסכון לבנין"". נמצאים בתהליך בניה בית קולנע ובו 500 מקומות ישיבה, בנין המועצה המקומית, בית מועצת הפועלים ולשכת עבודה, דואר ו-28 חנויות למלאכה ומסחר, רדיה בקרית שמונה ובנין לתעשית רעוחברת „סולל בונה"" מקימה בית למשפים ומרצפות, וכן עומדים לכונן מפעלים שונים, כגון: מטוויה, בית חרושת לצרכי משרד בית מטבחיים, מרכז אזורי לשחיטת עופות למשלוח לערים הגדולות ועוד המרכז הרפואי, הנבנה ליד בית הספר הממלכתי מטעם משרד הבריאות בשיתוף המועצה האזורית גליל עליון והמו עצה המקומית, יכיל בית יולדות ובו 10 מטות וכן ישמש לייעוץ ולרפואה מונעת. בקרבתו בונה קופת חולים מרפ¬"	188	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0032500	פסילה מרובה הדרים	4	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0032502	"הממדים המדאיגים פסילת הפרי ליצוא מחייבים הפרדסנים ליתר תשומת לב; שרות בקורת הפרי יק פיד בצוע ההוראות בדבר השהיית הפרי והטפולים השונים. התחרות בגידול בטנים סיכום התחרות בגידול בוטנים, שהוכרזה ע""י האגף לגדולי שדה במשרד החקלאות במשותף ארגוני המגדלים, מראה גב הים שהושגו ע""י המתחרים. חידה ע""י האסירים בהדרכת מדריך משבול הגבוה ביותר נרשם בחלקה בת 12 דונם בית הסוהר בתל-מונר — 739 ק""ג בממוצע לדונם. החלקה עוברד החקלאות. בבית יצחק הגיע אחד החקלאים ליבול 525 ק""ג לדונם משטח בן 5 דונם. בתלמי אלעזר, שהוא מושב חדש, קבל אחד המתישבים יבול כדי 582 ק""ג לדונם. בשטחים גדולים הגיעו ליבולים ל-600 ק""ג בממוצע לדונם. לתחרות נרשמו 62 משקים ששטחשדותיהם הסתכמו ב-2200 דונם בומנים בקירוב. מר אטינגר, מנהל המחלקה לירקות, שנתבקש לציין הגורמים שהיביאו ליבילים הגבוהים, העיר הה כנה הטובה השטחים, הזריעה המדויקת הדברת עשבים שוטים ביזמן הגידול, הוו הנקודות העיקריות הנכון, השקאה סדירה במשך לכך במלים — ההתמסדית והבצוע הקפדני העבודות המקובלות. ביום החמישי (19.1.56) יערכו באולם התחנה לחקר החקלאות ברחיבוי יום עיון בבעיות גידול בוטנים וטקט חלוקת הפרסים לזוכים בתחרות. מטעם משרד החקלאות ינתנו לזילים תעודות הצטיינות וגביעים. חברות שונות תרמו פרסים לזוכים. (מוגש ע""י משרד החקלאות)"	208	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0032704	"לאחרונה שטח קרקע במרכז העיר לשם הקמת מבנים קבע למכון לחקר איזורים צחיחים. בבנין הראשון שעוסקים בעת בהקמתו, תהיינה מעבדות-מחקר לביאולוגיה, חקלאות, גיאו-בוטניקה, מחצבי ים המלח, מיטיאורולוגיה, מחקר רפואי וכן מעבדה מכון התקנים. העבודה שתתנהל במעבדות קשורה בפרט בבעיות ספציפיות הנגב עבודת. מחקר המתנהלת במסוהחיים באיזורים צחיחים בכלל. מועה בהר הנגב בשיתוף משק שדה גרת המכון בשטח שזרוע צמחי בוקר. עוסקים בזה פרופ׳ ש. הורביץ וד""ר א. הובר מהפקולטה לחקלאות ראוניברסיטה העברית, בשיתוף המחלקה לשימור הקרקע משרד החקלאות."	90	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0032900	תכנית להקמת מחסן אשלג בנמל חיפה	6	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	3	#facs_3_Ar0032901	תכנית להקמת מחסן לאחסנת 10.000 טון אשלג בנמל חיפה נידונה אתמול בפגישה שר התחבורה מר מ. כרמל ומנהל חברת האשלג מר מ. מקלף. שנודע הציע מר מקלף חברת האשלג תממן הקמת המחסן ישמש לצרכי היצוא החברה ולאחר שנים מספר יעבור המחסן לרשות הממשלה. המחסן תחובר שלוחה ישירה הרבבעיות הכרוכות בהקמת מבנים מתאיכבת. דנו שר התחבורה ומר מקלף מים בתחנת הרכבת בבאר-שבע.	70	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040801	חלק מציודה ומנגנונה יועבר ל„מקורות״ שתבצע העבודות תה״ל	11	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040802	"— מאת סופר „הבוקר"" — החלטה עקרונית, בדבר ביטול מחלקת הביצוע תה״ל תכנון המים בישראל), העברת חלק מציודה, מכונותיה ומנגנוניה, למחלקת הביצוע חברת „מקורות"" ומסירת העבודות שנעשו כה ע״י תה״ל לביצוע חברה זו, החליטה מועצת מנהלי תה""ל בישיבתה האחרונה שהתקיימה בירושלים — נמסר ע""י מנהל מינהל המים מר י. כהנא."	53	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0040803	"בהתאם להחלטה, ישקוד צוות מיוחד בראשותו מנהל מינהל המים מר י. כהנא ביצוע החלטת מועצת המנהלים. כשלב ראשון במסגרת ה„איחוד"", יועבר חלק מציודה ומכונותיה מח' הביצוע תה״ל לרשות „מקורות"" וחלק יימכר, כנראה, למ.ע.צ. מנגנון הביצוע תה""ל יועבר בחלקו ל„מקורות"" ובחלקו יישאר, ויועבר לעבודות במשרדי תה״ל. חוגים יודעי-דבו מציינים, בעקבות הריאורגניזציה יפוטרו כמה עשרות עובדים. העבודות בבקעת הירדן, השלמת מנהרת עילבון, חציבת מנהרת אפרים ועבודות האיגום השונות הקשורות בבי צוע „מוביל המים הארצי"", שנעשו כה ע""י מח' הביצוע תה""ל יועברו לביצוע „מקורות״ — תחליט הממשלה לעסוק בעבודות-פיתוח השנה והתקציבים המתאימים יאושרו. שנודע תבוצע תכנית הסיפוח תוך חודש ימים."	111	12	1956-01
output (3).zip	output/002-HBKR-1956-01-05-0001.csv	002-HBKR-1956-01-05-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	4	#facs_4_Ar0042400	המומחים הישראלים בבורמה נתבקשו להקים חוה לדוגמה	7	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	1	#facs_1_Ar0012501	בן-גוריון בישיבת הועד הפועל ההסתדרות	6	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	1	#facs_1_Ar0012700	התפטר מנהל המכון לפריון עבודה	5	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	1	#facs_1_Ar0012701	התאכזב מיחסם השלילי נציגי ההסתדרות בהנהלת המכון לבעיות היעול והייצור	11	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	1	#facs_1_Ar0012702	מר ברטראם גרוס, מנהל המכון לפריון העבודה והייצור, הגיש בימים התפטרותו לשרת העבודה, הגב׳ גולדה מאירסון, לאחר שהנהלת המכון סירבה לקבל תוכניתו יעול העבודה במפעלים המקבלים סובסידיות ותמיכות מכספי תקציב הפיתוח — נודע אתמול לסופרנו.	38	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0020002	"בישיבת מועצת מנהלי תה״ל שהתקיימה ביום ב׳ בירושלים, בה השתתפו שר החקלאות מר קדיש לוז, וה""ה י. וייץ; מ. ברכיהו, י. לוי, י. אילן (מנהל משרד העבודה), י. ברתל (מנהל מ. ע. צ.) ד. כהנא (מנהל מינהל המים), י. דוברבני קולות קולו הבודד מר ש. בלאס מנהל חברת „מקורות"") הוחלט ברוב לבטל מחלקת הביצוע תה״ל (תכנון המים לישראל), להעביר ציודה ומתקניה לחברת „מקורות ולמסור ביצוע העבודות מוביל המים הארצי ל„מקורות"". מועצת מנהלי תה""ל הדגישה בהחלטתה תה״ל תוגבל בתפקיריה ותשמש להבא, רשות עליונה לתיכנון המים בארץ וכן תעבד התיכנון הכללי והמפורט חברת „מקוהחיכוכים תה״ל ו„מקורות"" זמן רב נמשכו החיכוכים סביב חלוקת התפקידים תה״ל ל„מקורות"" קיימו כה שני מנגנוני ביצוע חוספים-נפרדים, לשם הקמת מפעלי מים במדינה. חברת תה״ל, הוקמה 48 אחוז לקק״ל והסוכנות היהודית, בארבע שנים ובה היו לממשלה 52 אחוז ביצעה עבודות הכנה בלבד למפעל המרם הארצי. לעומת ביצעה חברת מקורות"" (לפי תיכנון תה״ל) מפעלים"	161	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0021501	"משרד הבריאות עושה מאמצים כדי לייצר תרכיב שיתוק ילדים בארץ, עוד לקראת עונת הקיץ הקרובה. הודיע אמש מר י. ברזילי, שר הבריאות, במסיבת העתונאים הדו-שבועים ב„קולישראל הסיכויים שהי וקיימים השנה אפשרות להשיג תרכיב סאלק מחו״ל. התחלת הייצור המקומי תלויה ורק בקבלת המשלוח הראשון 50 קופים מהודו, שלפי התכנית צריך להגיע חודש זה. התכנית תבוצע, אפשר להבטיח כ-50,000 הרכבות עוד התחלת הקיץ. שליש הדרוש כדי לחסן ילדים מגיל חצי שנה ועד שלוש וחצי שנים — הגילויים החשובים ביותר. המעבדה מוכנה להתחיל בעבודה מיד שיגיעו הקופים, שהם חיוניים להכנת התרכיב. פרופ׳ מלניק, מומחה ידוע מארה""ב, הביע דעתו, אנו לסמוך המומחים ועל מידת בטיחות מכסימלית בייצור התרכיב."	127	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	2	#facs_2_Ar0022703	לבטל המשפט שהתנהל נגדו ולהעביר תיקו מחדש שופט הבקשה תשמע, כנראה, יחד ערעורו רומק פסק הדין גופו. מועד הערעור טרם נקבע.	29	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	6	#facs_6_Ar0060305	"עו"" ומתעסק בספסור-כרטיסים. אישר לי, העסק מכניס... מתברר המשטרה יודעת מקצועם החדש לקוחותיה בעבר ומעלימה עין, מוטב למשטרה שיעסקו במכירת הכרכיסים מאשר ימשיכו במעשי-הפריצה המסכנים הציבור. אולם נזרק הכדור לידי האגודה למען שיקום האסיר, לטפל באנשים מסוג זה, שבחרו לעבור מעבירות רציניות לעבירות קלות ולהושיט עזרה כדי שיסתדרו מחוגי המשטרה נודע, בחודש באופן יעיל בחברה. האחרון „נפלו"" לרשתה מספר פקידים ממוסדות שונים ומספר בעלי מלאכה הספסור בכרטיסים עסק צדדי. החוקרים הופתעו לגלות הספסרים — פקיד העובד באחד המשרדים הממשלתיים פקיד העובד במפעל הסתדרותי פרטי. היו חייטים, פועלים בבתי חרושת. כמה ימים הובאו לדין ספסרים מסוג „המכובדים"" העונש שהוטל קל יחסית — נדונו לשלם קנס כספי בגובה 10-15 לירות, שילמו מיד ברצון"	143	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	6	#facs_6_Ar0060603	"לשיכונים החדשים. להפעלת מפעל המים החדש הפעילו בינתים מחדש באר משותקת, חידשו ציודה מנת להקל אספקתה להפעלת המכון החדש. התקינו במושבה שעוני מים בכל חצר, דבר שהביא לצמצום בביבוז והסדיר התשלומים עבור המים בצורה צודקת. לאחר שהושלם באחרונה בנין בור הספיגה נגשו בימים להרכיב המשאבות והמוטורים המתאימים לפי הסדר חברת החשמל. ואכן, קרוב היום בו לפתוח הברזים ולספק מים לכל דירש, לשטח הבנין, שגדל פי כמה והן לשטח החקלאות, שיאפשר להגדיל אדמת השלחין באלף וחמש מאות דונמים בשלב ראשון. הודות לשכלולים הללו במפעל המים מנעו מחסור מים במושבה ובשיכונים הותיקים בבנימינה ואיפשרו בניית שיכונים נוספים ל-400 משפחות וכבר ניגשו לבניית עוד מאה יחידות דיור נוספות. לפרדסי שכונת יעקב יאפשרו קבלת מים ממפעל המועצה. אמנם בבנימינה מורגש עדיין מחסור במים במקומות הגבוהים, הזרמתם ממפעל „נחל התנינים"" החדש תבוא שאלת המים בבנימינה סיפוקה המלא בשפע ובאיכות... אכן, גאה מועצת בנימינה מפעלה העצמאי החדש."	163	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	9	#facs_9_Ar0091800	מחריעים הסכנה בהעלאת מסי העקיפין כרטיסי הקולנוע	9	12	1956-01
output (3).zip	output/002-HBKR-1956-01-06-0001.csv	002-HBKR-1956-01-06-0001	1956-01-01	1956-01	HBKR_1956-01	1956	HBKR	9	#facs_9_Ar0092600	שביתת אזהרה מהנדסי „מקורות	5	12	1956-01
