name,source_edition,occurrences,editions,place_ref,context,_match_status,_match_method,_confidence,_person_id,_person_name_he,_person_name_en,_candidates
"חזן, אברהם בן נחמן ישראל",Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,,phonetic,phonetic+trigram,0.72,tempH-39,אברהם בן נחמן ישראל חזן,"Abraham Chazan (aham, mi-Ṭulṭshin)",tempH-39(0.72)
"Chazan, Abraham",Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,,phonetic,phonetic+trigram,0.562,tempH-39,אברהם בן נחמן ישראל חזן,"Abraham Chazan (aham, mi-Ṭulṭshin)",tempH-39(0.56)|Biblical_Abraham(0.38)|H_Abraham(0.38)
גדלי׳ מלינעץ,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"אח״כ נתקרב לתלמידי המגיד ז""ל שהיו עדיין
					בעולם הלא המה. הרב הצדיק ר' זיסיא ז""ל.
					והרב הצדיק ר׳ לוי יצחק זצ""ל מבארדיטשוב. והרב הקדוש
					ר׳ ברוך זצ""ל והצדיק ר' גדלי׳ מלינעץ ז""ל והרב הצדיק ר'
	",no_match,no_match,0.0,,,,
מנאסכוז,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"מעשה א׳ מהרב מנאסכוז ז""ל שבזה רימז להם שיתנו
					מאד את לבבם לכל דיבור ודיבור שיוצא
					מפיו הק' אפילו בעסקי העולם. ולבל ידמו בנפשם שע״פ
					פשוט הוא מדבר את דבריו חלילה :",no_match,no_match,0.0,,,,
שניאר זלמן,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"מעשה ב׳ מהרב ר' שניאר זלמן ז""ל שבזה רימז על
					מורנ""ת ז""ל שירבה מאד לחדש בתורתו הק':",phonetic,phonetic+trigram,0.545,Tsadik_027.001,הרב מלאדי,Shneur Zalman,Tsadik_027.001(0.55)
אדומו,Kokhvei-Or2025-11-29,2,Kokhvei-Or2025-11-29,,"במהירת פריחת הזמן של חיי האדם בזה העולם שכאין יחשבו
					נגד חיי העולם הנצחי. וגם הלא במהירת פריחת הזמן
					הזה מסוכן האדם בכל רגע ורגע היה נחשב בעיניו כל
					העוסקים בהבלי העולם כמשוגע ממש ואת כל ה",no_match,no_match,0.0,,,,
מורנית,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"גם היה עוסק לחדש בתורה ופ""א נסע ביחד עם
					מורנית ז""ל וראה אז אצלו הכתבים שלו והטיבו",no_match,no_match,0.0,,,,
דוד מטשערין,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"ר׳ דוד מטשערין ז""ל גם הוא היה איש עוסק
					במו""מ כל ימיו ואדומו״ר ז""ל פקד עליו
					להפריש חומש מכל אשר ירוויח ולחלקם לעניים וכן עשה
					וקיים כל ימיו וקודם פטירתו ענה ואמר מיט מיין חומש
					האב אי",phonetic,phonetic+trigram,0.5,Biblical_David,דוד המלך,King David,Biblical_David(0.50)
שמואל אייזעק,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"ר׳ דוד מטשערין ז""ל גם הוא היה איש עוסק
					במו""מ כל ימיו ואדומו״ר ז""ל פקד עליו
					להפריש חומש מכל אשר ירוויח ולחלקם לעניים וכן עשה
					וקיים כל ימיו וקודם פטירתו ענה ואמר מיט מיין חומש
					האב אי",no_match,no_match,0.0,,,,
אדמו״ר,Kokhvei-Or2025-11-29,2,Kokhvei-Or2025-11-29,,"ויהי כאשר ארכו לו שם הימים איתרמי פ""א
					שהתגבר עליו מאד מרה שחורה וצער גדול
					מאיזה יסורים שעברו אז עליו ה) ונתקיים אז אצלו מקרא
					שכתוב בצר לך ומצאוך וכו' ושבת וכו' כי עי״ז נכנס לאדמו״ר
				",no_match,empty_input,0.0,,,,
ה',Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Maasiot-Pliot2026-01-10",,"התחיל לעסוק בעבודתו י""ת בהתעוררות וביראה גדולה
					ונפלאה (וגם בצמצום נפלא כפי פקודתו ז""ל כפי אשו
					ידע במהות נפשו שצריך להשמר ביותר מריבו אור לב
					יגרום לגמרי כיבוי הנר ויש בזה כמה דיבורים ואי",no_match,no_match,0.0,,,,
יקותיאל,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"הרב הצדיק ר׳ יקותיאל המגיד מטירהאוויצע זצוק""ל
					הוא אשר זכה ביותר מכל המפורסמים
					שבדורו להכניע א""ע תחת אדומו״ר ז""ל ולעמוד לפני הדרת
					קדושתו באימה ופחד וגם הרבה מאנשי מקורביו ויוצאי
					חלצ",no_match,no_match,0.0,,,,
"יהושע
					מזשערין",Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"גם תבערת הלב בעבודת ה' של ר׳ אהרן ור׳ יהושע
					מזשערין אין לשער וכן שאר כל אנשיו כמו ר'
					נפתלי ז""ל מנעמרוב ור׳ יחיאל אחיו והרב ר׳ אהרן ז""ל
					מברסלב הרב ר׳ שמואל יצחק ז""ל מטשערין הרב ר' ישעי'
",no_match,no_match,0.0,,,,
עירא,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"גם תבערת הלב בעבודת ה' של ר׳ אהרן ור׳ יהושע
					מזשערין אין לשער וכן שאר כל אנשיו כמו ר'
					נפתלי ז""ל מנעמרוב ור׳ יחיאל אחיו והרב ר׳ אהרן ז""ל
					מברסלב הרב ר׳ שמואל יצחק ז""ל מטשערין הרב ר' ישעי'
",no_match,no_match,0.0,,,,
יצחק מדאשיב,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"גם תבערת הלב בעבודת ה' של ר׳ אהרן ור׳ יהושע
					מזשערין אין לשער וכן שאר כל אנשיו כמו ר'
					נפתלי ז""ל מנעמרוב ור׳ יחיאל אחיו והרב ר׳ אהרן ז""ל
					מברסלב הרב ר׳ שמואל יצחק ז""ל מטשערין הרב ר' ישעי'
",no_match,no_match,0.0,,,,
נתנאל מטעפליק,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"וכן אנשי המו״מ שבאנשיו כמו הנ""ל באות י""ז י""ט
					כ""ח וכמו ר' נתנאל מטעפליק ור' שמואל מטעפליק",no_match,no_match,0.0,,,,
שמואל מטעפליק,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"וכן אנשי המו״מ שבאנשיו כמו הנ""ל באות י""ז י""ט
					כ""ח וכמו ר' נתנאל מטעפליק ור' שמואל מטעפליק",no_match,no_match,0.0,,,,
אייזיק יוסף,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"והנגיד ר׳ לייב מקרומינטשאק ובנו ר׳ יצחק אייזיק חתנו
					של אדומו״ר ז""ל וכן ר' יוסף חתנו השני ר׳ ישראל מליפיוועץ
					ר׳ אייזיק יוסף מליפיוועץ ר׳ חיים שארעס מברסלב ר'
					יעקב מברסלב ר׳ דוד מברסלב ר׳",name_exact,kinnui+name_exact,0.85,Biblical_Isaac,יצחק אבינו,Isaac,Biblical_Isaac(0.85)
ראובן יוסף,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"והנגיד ר׳ לייב מקרומינטשאק ובנו ר׳ יצחק אייזיק חתנו
					של אדומו״ר ז""ל וכן ר' יוסף חתנו השני ר׳ ישראל מליפיוועץ
					ר׳ אייזיק יוסף מליפיוועץ ר׳ חיים שארעס מברסלב ר'
					יעקב מברסלב ר׳ דוד מברסלב ר׳",no_match,no_match,0.0,,,,
משה מלאדיזען,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"והנגיד ר׳ לייב מקרומינטשאק ובנו ר׳ יצחק אייזיק חתנו
					של אדומו״ר ז""ל וכן ר' יוסף חתנו השני ר׳ ישראל מליפיוועץ
					ר׳ אייזיק יוסף מליפיוועץ ר׳ חיים שארעס מברסלב ר'
					יעקב מברסלב ר׳ דוד מברסלב ר׳",phonetic,phonetic+trigram,0.5,Biblical_Moses,משה רבינו,Moses,Biblical_Moses(0.50)
מלאדיזען,Kokhvei-Or2025-11-29,2,Kokhvei-Or2025-11-29,,"והנגיד ר׳ לייב מקרומינטשאק ובנו ר׳ יצחק אייזיק חתנו
					של אדומו״ר ז""ל וכן ר' יוסף חתנו השני ר׳ ישראל מליפיוועץ
					ר׳ אייזיק יוסף מליפיוועץ ר׳ חיים שארעס מברסלב ר'
					יעקב מברסלב ר׳ דוד מברסלב ר׳",no_match,no_match,0.0,,,,
לייב אפטער,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"והנגיד ר׳ לייב מקרומינטשאק ובנו ר׳ יצחק אייזיק חתנו
					של אדומו״ר ז""ל וכן ר' יוסף חתנו השני ר׳ ישראל מליפיוועץ
					ר׳ אייזיק יוסף מליפיוועץ ר׳ חיים שארעס מברסלב ר'
					יעקב מברסלב ר׳ דוד מברסלב ר׳",name_exact,kinnui+name_exact,0.85,Tsadik_012.048,יודל,Yudel,Tsadik_012.048(0.85)
יואל חנה מלאדיזען,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"והנגיד ר׳ לייב מקרומינטשאק ובנו ר׳ יצחק אייזיק חתנו
					של אדומו״ר ז""ל וכן ר' יוסף חתנו השני ר׳ ישראל מליפיוועץ
					ר׳ אייזיק יוסף מליפיוועץ ר׳ חיים שארעס מברסלב ר'
					יעקב מברסלב ר׳ דוד מברסלב ר׳",no_match,no_match,0.0,,,,
דוב אאייעלס,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"והנגיד ר׳ לייב מקרומינטשאק ובנו ר׳ יצחק אייזיק חתנו
					של אדומו״ר ז""ל וכן ר' יוסף חתנו השני ר׳ ישראל מליפיוועץ
					ר׳ אייזיק יוסף מליפיוועץ ר׳ חיים שארעס מברסלב ר'
					יעקב מברסלב ר׳ דוד מברסלב ר׳",no_match,no_match,0.0,,,,
"נחמן ב""ר יודיל",Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"פ""א עמד לפניו ר׳ נחמן ב""ר יודיל אר""ל שהיה איש
					כשר וירא וחרד לדבר ה' ועסק יומם ולילה
					בתורה ותפלה ובביתו אין לחם ואין שמלה כי היה עני
					גדול וגם אשתו היתה רעה וכעסנית והיתה מקללת אותו
					",no_match,no_match,0.0,,,,
אהרן ניסן,Kokhvei-Or2025-11-29,2,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"שמעתי מר׳ אהרן ניסן שאמר לו מורנ""ת ז""ל אם
					היית בשמחה תמיד לא היית רואה פני
					גיהנם :",no_match,no_match,0.0,,,,
"ר""נ",Kokhvei-Or2025-11-29_corrected,2,"Kokhvei-Or2025-11-29_corrected,Maasiot-veSihot-Zadikim2026-01-10_corrected",,"פ""א עמד לפניו ר׳ נחמן ב""ר יודיל אר""ל שהיה איש
					כשר וירא וחרד לדבר ה' ועסק יומם ולילה
					בתורה ותפלה ובביתו אין לחם ואין שמלה כי היה עני
					גדול וגם אשתו היתה רעה וכעסנית והיתה מקללת אותו
					",no_match,no_match,0.0,,,,
ממרן אלהי,Maasiot-Pliot2026-01-10,2,Maasiot-Pliot2026-01-10,,"א מעשה נוראה מהחכם הגדול קדוש אלקי רבינו אברהם בן עזרא.
					ב מעשה מהגאון המקובל הק׳ והטהור רבי נפתלי כ״ץ בעל סמיכות חכמים.
					ג מעשה בחסיד אחד ציוה את בנו לזרוק פתו במים כל ימיו ומקיים כבוד אב.
		",no_match,no_match,0.0,,,,
"ראב""ע",Maasiot-Pliot2026-01-10,2,"Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected",,"בקד וישחטו צאן טבח והכן והכינו את אשר יביאו משתם שמנים
					ויין רב כיד המלך וישבו להם לאכול כצהרים. והחכם ר״א בן
					עזרא ביניהם וישאו קולם ויצעקו בקול צורח כשאגת אריז ובקול
					גדול הלוך וחזק מאד ",no_match,no_match,0.0,,,,
משה חריף,Maasiot-Pliot2026-01-10,2,"Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected",,"בכח ויסגור הדלת ויאמר אל סופר שיכתוב שמות הקדושים על
					כל החלונות בהחדר וגם על הפתח. ועל העם הנצבים עליו
					נפלה חרדה גדולה מאוד על מה ששמעו דבריו. ויאמר אל
					האנשים שילכו חוצה מפתח ביתו רק הס",phonetic,phonetic+trigram,0.5,Biblical_Moses,משה רבינו,Moses,Biblical_Moses(0.50)
בעל,Maasiot-Pliot2026-01-10,2,Maasiot-Pliot2026-01-10,,"והי׳ ריב גדול בין הצדדים ומתדיינים בהדבר עד שנגשו אל
					המשפט לפני הממשלה וקרב הענין אחד אל אחד גבוה מעל
					גבוה עד שהגיע אל בית המלך (קיר״ה) ולהיושבים ראשונה במלכות
					כדת מה לעשות בנידון זה. א",phonetic,phonetic+trigram,0.5,Rabbinic_Rema,רמ״א,Moses Isserles,Rabbinic_Rema(0.50)
איסרל אבי,Maasiot-Pliot2026-01-10,2,"Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected",,"ט. מעשה נפלא מהגביר רבי איסרל אבי הרמ״א ז""ל.",no_match,no_match,0.0,,,,
"שמעלקי
					מניקלשפורג",Maasiot-Pliot2026-01-10,2,"Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected",H-LOC_66,"פעם אחד בא הקדוש והטהור רבי ר׳ זושא מהאינפאלי זללה""ה
					לכבוד רבינו מאוה""ג הגאון הקדוש רבי רבי שמעלקי
					מניקלשפורג זי""ע וביקש ר״ר זוסיא שילמוד אתו השיב לו הרה״ק
					ר״ר שמעלקי אם אתם תלמדו עמי ח",phonetic,phonetic+trigram,0.722,Tsadik_017.003,"מוהר""ש",Shmuel Shmelke Horowitz,Tsadik_017.003(0.72)
א ימלך מליזענסק,Maasiot-Pliot2026-01-10,2,"Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected",,יח. מעשה מרבי א ימלך מליזענסק הקדוש.,phonetic,phonetic+trigram,0.733,Tsadik_019.001,אלימלך,Elimelekh Weisblum,Tsadik_019.001(0.73)
